expression,reading,meaning,tags,guid
特派,とくは,特別發送特別使節,JLPT_1 JLPT,HzEPo`9b]p
特有,とくゆう,特徵（特有（特殊）（to））,JLPT_1 JLPT,s!rvO*5;{%
とげ (をさす),とげ (をさす),刺,JLPT_1 JLPT,hJ#iZ92?#q
遂げる,とげる,完成，實現，執行,JLPT_1 JLPT,xrXbhn4rr4
～どころか,～どころか,而是遠離,JLPT_1 JLPT,EHH{[82H7I
年頃,としごろ,年齡，可結婚的年齡，青春期,JLPT_1 JLPT,etGaTJBp9c
戸締り,とじまり,關閉，鎖門,JLPT_1 JLPT,br8:Ms=|$#
途上,とじょう,en/在路線上，一半,JLPT_1 JLPT,u0JdXEY0c~
土台,どだい,基礎，基礎，基礎,JLPT_1 JLPT,cvkea1V_|{
途絶える,とだえる,停止，停止，結束,JLPT_1 JLPT,G6Wu+!]SF@
特許,とっきょ,特別許可，專利,JLPT_1 JLPT,y;*Z>uq]4W
特権,とっけん,特權，特殊權利,JLPT_1 JLPT,k%B0csu$EA
とっさに,とっさに,立刻,JLPT_1 JLPT,q}5LIfDsGB
突如,とつじょ,突然，突然,JLPT_1 JLPT,vs{$6V?ZhH
とって,とって,手柄，抓地力，旋鈕,JLPT_1 JLPT,G05L%<Kvt?
突破,とっぱ,突破，突破，穿透,JLPT_1 JLPT,BUU#!_nB`?
土手,どて,堤防，銀行,JLPT_1 JLPT,P7Y3[uoFO/
届,とどけ,報告，通知，註冊,JLPT_1 JLPT,k&rtuoJHn+
滞る,とどこおる,停滯，延遲,JLPT_1 JLPT,K*Hz>u1V/7
整える,ととのえる,進行，安排，調整；準備，準備；籌集資金,JLPT_1 JLPT,yz)tg)bvJH
止める,とどめる,結束，停止，停止，辭職,JLPT_1 JLPT,IgE:xC]C-g
唱える,となえる,背誦，喊叫，呼喚,JLPT_1 JLPT,Gg`8L(I3?q
殿様,とのさま,封建主,JLPT_1 JLPT,xjLi|(N)Y!
土俵,どひょう,競技場,JLPT_1 JLPT,kt7if2NoDZ
扉,とびら,門，打開,JLPT_1 JLPT,I24=_qRNG{
溝,どぶ,溝渠，排水，間隙,JLPT_1 JLPT,Hzol[}&YZl
徒歩,とほ,步行，步行,JLPT_1 JLPT,Fjm7hAD%fu
土木,どぼく,公共工程,JLPT_1 JLPT,jgd#[Gmw^^
とぼける,とぼける,扮演愚蠢，假裝無知，發揮無辜的表情，表達空白；扮演傻瓜；陷入困境,JLPT_1 JLPT,HA39$4<O7S
乏しい,とぼしい,微薄，稀缺，努力，可憐,JLPT_1 JLPT,"wt#tsoF,$N"
富,とみ,財富，財富,JLPT_1 JLPT,kl&?2R4Ul?
富む,とむ,富裕，變得富有,JLPT_1 JLPT,Q?~wK|+t|p
共稼ぎ,ともかせぎ,一起工作，（夫妻）一起謀生,JLPT_1 JLPT,"K<|&apg,,5"
伴う,ともなう,陪伴，帶來,JLPT_1 JLPT,ntk-`u.Caj
共働き,ともばたらき,雙重收入（夫妻都在工作）,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k
ドライ,ドライ,乾燥,JLPT_1 JLPT,uyF82nwuCT
ドライクリーニング,ドライクリーニング,乾洗,JLPT_1 JLPT,hI<4F;7$M(
ドライバー,ドライバー,駕駛員，螺絲刀,JLPT_1 JLPT,JR*AC1{b!P
ドライブイン,ドライブイン,開車進入,JLPT_1 JLPT,lGQ5H]umJ
トラブル,トラブル,麻煩（有時用作動詞）,JLPT_1 JLPT,fF~?5;]hHp
トランジスター,トランジスター,電晶體,JLPT_1 JLPT,G8*[Jm%i5[
とりあえず,とりあえず,首先，暫時是,JLPT_1 JLPT,"A3E,EB~Q2G"
取扱,とりあつかい,處理，處理，管理,JLPT_1 JLPT,rBTr^DU*Cx
取り扱う,とりあつかう,治療，處理，處理,JLPT_1 JLPT,f<xt2FJB#W
鳥居,とりい,神道神社拱門,JLPT_1 JLPT,bwgFGu0jgU
取り替え,とりかえ,交換，交換,JLPT_1 JLPT,"LmK#s,9;im"
取り組む,とりくむ,解決，進行回合，與,JLPT_1 JLPT,FUhxb`Icnx
取締り,とりしまり,控制，鎮壓，監督,JLPT_1 JLPT,Nn_#J1j`cb
取り締まる,とりしまる,打擊，控制，監督,JLPT_1 JLPT,u>YtS}dO87
取り調べる,とりしらべる,調查，檢查,JLPT_1 JLPT,"lTv.J/i,RR"
取り立てる,とりたてる,收集，勒索,JLPT_1 JLPT,u]pjW8@;4G
取り次ぐ,とりつぐ,充當代理，宣布（某人），傳達（信息）,JLPT_1 JLPT,h81vV]thLx
取り付ける,とりつける,提供，安裝；獲得某人的協議,JLPT_1 JLPT,OLVn)Sl<l<
取り除く,とりのぞく,刪除，帶走，分開,JLPT_1 JLPT,hNl.|rVPKI
取引,とりひき,交易，交易，業務,JLPT_1 JLPT,QK;D?PC(Iv
取り巻く,とりまく,包圍，圈子，封閉,JLPT_1 JLPT,E%Fl$NJpIJ
取り混ぜる,とりまぜる,混合，放在一起,JLPT_1 JLPT,Bo(wYaa}Ah
取り戻す,とりもどす,回來，重新獲得,JLPT_1 JLPT,pPlunQ{V=M
取り寄せる,とりよせる,訂購，發送,JLPT_1 JLPT,M^8;v4K?HH
ドリル,ドリル,鑽頭,JLPT_1 JLPT,tLuvrWP-bR
副,とりわけ,特別是，最重要的是,JLPT_1 JLPT,I|~T6euZ&R
とろける,とろける,熔化;被迷住,JLPT_1 JLPT,zCt%1bEngS
鈍感,どんかん,厚實，僵硬,JLPT_1 JLPT,AGgv#X94Iv
とんだ,とんだ,可怕，可怕，嚴重，絕對不是,JLPT_1 JLPT,H?67/UOJ%d
度忘れ,どわすれ,記憶的失誤，暫時忘記,JLPT_1 JLPT,O3@@XzGoQO
問屋,とんや,批發商店,JLPT_1 JLPT,L]HWWc9|Rk
内閣,ないかく,內閣，（政府）,JLPT_1 JLPT,y)df|:D=Sq
乃至,ないし,從...到……和或之間,JLPT_1 JLPT,iAOF?Qa_8q
内緒,ないしょ,保密，隱私，秘密,JLPT_1 JLPT,u~2eY8N1H4
内心,ないしん,最內心的思想，真正的意圖，最內心,JLPT_1 JLPT,qVMnXwPQkx
内蔵,ないぞう,內臟器官；內置,JLPT_1 JLPT,L]Dm~E_?j[
ナイター,ナイター,燈光下的遊戲（例如棒球），夜間遊戲,JLPT_1 JLPT,w71YMp^g^|
内部,ないぶ,內部，內部，內部,JLPT_1 JLPT,Qc_^Hv.8K<
内乱,ないらん,內戰，家庭衝突,JLPT_1 JLPT,"nyNNE_],O!"
内陸,ないりく,內陸,JLPT_1 JLPT,G}P5V$Jk?4
苗,なえ,稻幼苗,JLPT_1 JLPT,D`y6b-_J-}
なおさら,なおさら,更多，更少,JLPT_1 JLPT,D3]|seyAVE
流し,ながし,下沉,JLPT_1 JLPT,sUm$!Jp0[}
長々,ながなが,長，繪製，很長,JLPT_1 JLPT,OTwM?YMLfQ
中程,なかほど,中間，中間,JLPT_1 JLPT,A)F$iP@]z@
渚,なぎさ,水的邊緣，海灘，海岸,JLPT_1 JLPT,zd22=yfA9n
嘆く,なげく,嘆息，哀嘆，悲傷,JLPT_1 JLPT,ilzJ;<!YjV
投げ出す,なげだす,放棄，扔掉,JLPT_1 JLPT,vl-:<#dR[!
仲人,なこうど,匹配者之間,JLPT_1 JLPT,kknZLw#*&s
和やか,なごやか,溫和，平靜，和諧,JLPT_1 JLPT,EbN._V9![%
名残,なごり,保留，痕跡，內存,JLPT_1 JLPT,oz>_]^qFZM
情け,なさけ,同情，同情,JLPT_1 JLPT,D|r~;|9R]k
情無い,なさけない,悲慘，可憐，可恥,JLPT_1 JLPT,N<_jdqMHiS
情深い,なさけぶかい,溫柔，富有同情心,JLPT_1 JLPT,P:u6w48-M4
詰る,なじる,斥責，責罵，說明,JLPT_1 JLPT,m2ug%F|{:P
名高い,なだかい,著名，著名，著名的,JLPT_1 JLPT,CAOqe%9eXa
雪崩,なだれ,雪崩,JLPT_1 JLPT,i|el8n-PMm
懐く,なつく,變得情緒依戀,JLPT_1 JLPT,g];Z(M#sXQ
名付ける,なづける,命名,JLPT_1 JLPT,NJQx_8`$@d
何気ない,なにげない,休閒，不關心,JLPT_1 JLPT,GCR5kv%JGq
なにとぞ,なにとぞ,請一定要,JLPT_1 JLPT,lQ*Q=lmCB7
なにより,なにより,大多數，最好,JLPT_1 JLPT,Ifj=x)`!7.
ナプキン,ナプキン,餐巾,JLPT_1 JLPT,dY;w6ETO=:
名札,なふだ,銘牌，名稱標籤,JLPT_1 JLPT,"H,LzU#iC|r"
生臭い,なまぐさい,聞到魚或血液，魚或肉,JLPT_1 JLPT,vDPDWlb?&h
生温い,なまぬるい,冷淡，半身,JLPT_1 JLPT,G~a-u$_3U#
生身,なまみ,活肉，肉和血液，快速,JLPT_1 JLPT,mdk5@{-d$q
鉛,なまり,鉛（金屬）,JLPT_1 JLPT,clLq6d~d8L
滑らか,なめらか,光滑，玻璃度,JLPT_1 JLPT,F~B/LW)1su
嘗める,なめる,舔;經驗；取笑,JLPT_1 JLPT,"h&h,RaX>m("
悩ましい,なやましい,誘人，憂鬱，懶惰,JLPT_1 JLPT,vf@^4N2dLC
悩ます,なやます,打擾，騷擾，騷擾,JLPT_1 JLPT,jR2E;(CfhM
悩み,なやみ,麻煩，擔心，困擾,JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-"
並びに,ならびに,和,JLPT_1 JLPT,Ny*4D`O(3Y
成り立つ,なりたつ,由實用（邏輯，可行，可行），得出結論，保持真實,JLPT_1 JLPT,m1{^Hc5[&f
なるたけ,なるたけ,盡可能,JLPT_1 JLPT,y(q.AD0L#F
慣れ,なれ,練習，經驗,JLPT_1 JLPT,j7[97Xg7/>
馴々しい,なれなれしい,熟悉，免費,JLPT_1 JLPT,shT?wsHw[_
～なんか,～なんか,至少〜,JLPT_1 JLPT,d.Q@D)R`y/
ナンセンス,ナンセンス,廢話,JLPT_1 JLPT,moW2Xjtt^+
何だか,なんだか,有點，有點,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V
なんだかんだ,なんだかんだ,某物或其他,JLPT_1 JLPT,Hjnd-`9LXB
なんなり,なんなり,一切，隨便,JLPT_1 JLPT,w_?<3$dc`X
荷,に,負載，行李，貨物,JLPT_1 JLPT,yqk%}[]JXT
似通う,にかよう,非常相似,JLPT_1 JLPT,Dm9*/_j8S;
にきび,にきび,丘疹，痤瘡,JLPT_1 JLPT,e&g:V:ku_]
賑わう,にぎわう,繁榮，蓬勃發展，被人擁擠,JLPT_1 JLPT,g#ovh${-3n
憎しみ,にくしみ,仇恨,JLPT_1 JLPT,QPkVwq]vjj
肉親,にくしん,血液關係，血液相對,JLPT_1 JLPT,uWXLxRMJ+O
肉体,にくたい,身體，肉,JLPT_1 JLPT,gnN00<v<{9
逃げ出す,にげだす,逃跑，逃脫,JLPT_1 JLPT,fl)eIr9*lI
西日,にしび,西部太陽,JLPT_1 JLPT,K3I7nq2l;L
滲む,にじむ,奔跑，模糊，傳播,JLPT_1 JLPT,o9up<Sz=ve
にせ物,にせもの,模仿，偽造,JLPT_1 JLPT,A=&EK6O#1I
日夜,にちや,日夜，總是,JLPT_1 JLPT,i%dEbeqYtB
荷造り,にづくり,包裝，打包，板條箱,JLPT_1 JLPT,qOwG&WZKL2
担う,になう,肩負著肩膀，承受（負擔），肩膀（槍）,JLPT_1 JLPT,F#SgKxy?S*
鈍る,にぶる,變得降低能力，變得沉悶，變得鈍，削弱,JLPT_1 JLPT,L.(Z=bmrwj
にも関わらず,にもかかわらず,儘管如此，,JLPT_1 JLPT,KlWPE-D`h0
ニュアンス,ニュアンス,細微差別,JLPT_1 JLPT,LUTAFMalyV
ニュー,ニュー,新的,JLPT_1 JLPT,"Gfvoid,rAZ"
入手,にゅうしゅ,獲得，即將手動,JLPT_1 JLPT,KYs]w;nq{f
入賞,にゅうしょう,贏得獎品或地點（在比賽中,JLPT_1 JLPT,"QQ,s.4v3{f"
入浴,にゅうよく,洗澡，洗澡,JLPT_1 JLPT,K$j=e4Tdlp
尿,にょう,尿,JLPT_1 JLPT,jT5|c!zG9i
認識,にんしき,認識，認知,JLPT_1 JLPT,"sX|,Qiq}<w"
妊娠,にんしん,概念，懷孕,JLPT_1 JLPT,j|`SG%:20Y
任務,にんむ,職責，任務，任務,JLPT_1 JLPT,h6lc;]{2nu
任命,にんめい,任命，提名，任命,JLPT_1 JLPT,En]Zo|mh[y
抜かす,ぬかす,省略，忽略,JLPT_1 JLPT,B_-9.@R#h`
抜け出す,ぬけだす,溜走，偷偷溜走，表現出色,JLPT_1 JLPT,pLSh/TV^OR
主,ぬし,所有者，主人，上帝,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,f$iPQS#{]6
沼,ぬま,沼澤，沼澤，池塘,JLPT_1 JLPT,q-TqHFf#eJ
音色,ねいろ,音色，音色,JLPT_1 JLPT,C=~bfd:qmo
値打ち,ねうち,價值，價值，價格,JLPT_1 JLPT,s_}27&HmzM
ネガ,ネガ,（攝影）負面,JLPT_1 JLPT,tRtoeF@*NA
寝かせる,ねかせる,上床睡覺，躺下，發酵,JLPT_1 JLPT,i8aC;^zTA&
ねじまわし,ねじまわし,螺絲刀,JLPT_1 JLPT,lC3$+z.Dp9
捩れる,ねじれる,扭曲，應變,JLPT_1 JLPT,Shp4gNU#M
妬む,ねたむ,嫉妒，嫉妒,JLPT_1 JLPT,LkwOsP2luZ
ねだる,ねだる,要nag，要求,JLPT_1 JLPT,bqJI({hGlV
熱意,ねつい,熱情，熱情,JLPT_1 JLPT,rd11dz%oP<
熱湯,ねっとう,開水,JLPT_1 JLPT,yBQ@*k[rMd
熱量,ねつりょう,熱量價值,JLPT_1 JLPT,yVC<gDS.Nb
粘り,ねばり,粘性，粘度,JLPT_1 JLPT,BvIS%RjDgh
粘る,ねばる,要粘，要粘著，堅持，堅持,JLPT_1 JLPT,q5idXyJ?~3
値引き,ねびき,降價，折扣,JLPT_1 JLPT,ppHz}aRok7
根回し,ねまわし,進行必要的安排,JLPT_1 JLPT,k|jB&4ScOn
眠たい,ねむたい,困,JLPT_1 JLPT,A:U[i:g3Mu
練る,ねる,揉捏，工作，拋光,JLPT_1 JLPT,OcA{._U(He
念,ねん,感覺，感覺，慾望,JLPT_1 JLPT,uVWX2{yDLk
年賀,ねんが,新年問候，新年卡,JLPT_1 JLPT,P$?kkzx-4;
念願,ねんがん,一個人的願望，認真的請願,JLPT_1 JLPT,N2]ye^.%%-
年号,ねんごう,時代的名稱，年數,JLPT_1 JLPT,bLo0`T)GZr
燃焼,ねんしょう,燃燒，燃燒,JLPT_1 JLPT,zKpI9!^gxJ
年長,ねんちょう,資歷,JLPT_1 JLPT,L5;%C?!rKM
燃料,ねんりょう,燃料,JLPT_1 JLPT,rltcX_fvi[
年輪,ねんりん,年度樹環,JLPT_1 JLPT,b+fwXle>0o
ノイローゼ,ノイローゼ,神經症（GER：神經症）,JLPT_1 JLPT,"J+@dVGG,?/"
農耕,のうこう,農業，農業,JLPT_1 JLPT,s|V;EQ<DFG
農場,のうじょう,農場,JLPT_1 JLPT,f{r<5W&Bpu
農地,のうち,農業用地,JLPT_1 JLPT,gFlV*(m#WE
納入,のうにゅう,付款，供應,JLPT_1 JLPT,K9YdM1s/F>
逃す,のがす,放鬆，放鬆，放開逃脫,JLPT_1 JLPT,cfjj1lW1R
逃れる,のがれる,逃脫,JLPT_1 JLPT,ur0/yS?G.F
軒並,のきなみ,一排房子；統一,JLPT_1 JLPT,gYh0C^=J<1
望ましい,のぞましい,理想，希望,JLPT_1 JLPT,O~bUfdZRZc
乗っ取る,のっとる,捕獲，佔領，接管,JLPT_1 JLPT,D>275*`Xs9
のどか,のどか,寧靜，平靜，安靜,JLPT_1 JLPT,IT.<Z@]SZ.
罵る,ののしる,虐待，虐待,JLPT_1 JLPT,o]7]HcCGpH
延べ,のべ,期貨，信用（購買），拉伸，總數,JLPT_1 JLPT,Eb3R}G~vq&
飲み込む,のみこむ,吞噬，深深地吞嚥，了解,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,fwLCsj3c:^
乗り込む,のりこむ,登機，進入（汽車）；進軍，進入,JLPT_1 JLPT,"P^t~AIQ,:b"
刃,は,刀片，劍,JLPT_1 JLPT,s8NuMFbIpb
～派,～は,小組，政黨，（MIL）部分,JLPT_1 JLPT,qMeKLND8O$
バー,バー,酒吧,JLPT_1 JLPT,xD;./&*C~}
把握,はあく,掌握，捕捉，理解,JLPT_1 JLPT,DFve{Ag1B(
パート,パート,兼職工作,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,OK)Lf1Yk5g
廃棄,はいき,處置，放棄，丟棄,JLPT_1 JLPT,"t,]x!4!SsB"
配給,はいきゅう,分佈（例如電影，大米,JLPT_1 JLPT,BIJAh&96+q
ばい菌,ばいきん,細菌，胚芽,JLPT_1 JLPT,F@%B4+?fE|
配偶者,はいぐうしゃ,配偶,JLPT_1 JLPT,j5as3|4RM2
拝啓,はいけい,- 一封信開始時使用的正式問候 -,Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese,+.sAx2wLV
背景,はいけい,背景，風景，設置,JLPT_1 JLPT,B;EWwcKw8a
背後,はいご,後部，後部,JLPT_1 JLPT,"l$UvE^.,2i"
廃止,はいし,廢除，廢除,JLPT_1 JLPT,"D{,71BeMS8"
拝借,はいしゃく,（謙虛）（禮貌）借用,JLPT_1 JLPT,"w!,O.|Pr}V"
排除,はいじょ,排除，刪除，拒絕,JLPT_1 JLPT,"e(cIaHsE,F"
賠償,ばいしょう,賠償，賠償，賠償,JLPT_1 JLPT,i0;;9:0(Yb
排水,はいすい,引流,JLPT_1 JLPT,CI{]`I5(&E
敗戦,はいせん,失敗，輸掉戰爭,JLPT_1 JLPT,JSMF6y%Lj~
配置,はいち,安排（資源），處置,JLPT_1 JLPT,wZ<r/Id^hw
配布,はいふ,分配,JLPT_1 JLPT,j3UYv2B1e{
配分,はいぶん,分配，分配,JLPT_1 JLPT,sPEejO/d9<
敗北,はいぼく,失敗（作為動詞，這意味著“被擊敗”）,JLPT_1 JLPT,=90:_^P$k
倍率,ばいりつ,直徑，放大倍率,JLPT_1 JLPT,h`ahPtUY;b
配慮,はいりょ,考慮，關注，預見,JLPT_1 JLPT,poW=.ChJSm
配列,はいれつ,安排，陣列（編程）,JLPT_1 JLPT,cC<!?;J:<g
破壊,はかい,破壞,JLPT_1 JLPT,v!Zp^6YAqE
いたわる,いたわる,同情，安慰，照顧,JLPT_1 JLPT,wcGai|q>xT
一概に,いちがいに,無條件，一定是,JLPT_1 JLPT,hLV>poM3Dq
著しい,いちじるしい,出色，相當多,JLPT_1 JLPT,"kPPz=m,gRR"
一同,いちどう,所有人，所有人都在我們所有人,JLPT_1 JLPT,O|v*CB_J$V
一部分,いちぶぶん,零件，一部分,JLPT_1 JLPT,kC:AyoQ(VZ
一別,いちべつ,離別,JLPT_1 JLPT,P}9Ns5lV8E
一面,いちめん,一側，另一隻,JLPT_1 JLPT,Nx0OsZUH*E
一目,いちもく,一眼，外觀，瞥見,JLPT_1 JLPT,saAg*cc00y
一様,いちよう,統一，相似，相等,JLPT_1 JLPT,4Npj$}s^v
一律,いちりつ,甚至均勻，相等,JLPT_1 JLPT,s7Bp#3`c^s
一連,いちれん,系列，鏈條，紙（紙）,JLPT_1 JLPT,"K`?fU[;],#"
一括,いっかつ,一起，批次,JLPT_1 JLPT,hhovzuJKNB
一気,いっき,一口氣一口氣,JLPT_1 JLPT,CgBD$%2<51
一挙に,いっきょに,在中風中，一隻搖擺,JLPT_1 JLPT,F:IKX%#S}~
一見,いっけん,看，一瞥，一眼；第一次會議,JLPT_1 JLPT,NZ6>sHobC*
一切,いっさい,無一例外，整體,JLPT_1 JLPT,v}WLTgJ@1I
一心,いっしん,一個頭腦，引起人們的注意,JLPT_1 JLPT,cClq^_-/LZ
いっそ,いっそ,相反，也可能也可能,JLPT_1 JLPT,Ii]&B%6J^H
一変,いっぺん,完全更改,JLPT_1 JLPT,ek#.`h}8]>
意図,いと,意圖，目標，設計,JLPT_1 JLPT,"Nv%*-6B!(,"
営む,いとなむ,繼續（例如，在儀式上），經營一家業務,JLPT_1 JLPT,DwKEu03*|H
挑む,いどむ,挑戰,JLPT_1 JLPT,c_-t#iEGZZ
稲光,いなびかり,（閃光）閃電,JLPT_1 JLPT,c#^JVd1}UB
祈り,いのり,祈禱，懇求,JLPT_1 JLPT,Ma]tANx6d6
いびき,いびき,打s,JLPT_1 JLPT,C/{&bugX+}
今更,いまさら,現在，再次,JLPT_1 JLPT,hj*29Ug#1R
未だ,いまだ,然而，仍然,JLPT_1 JLPT,p:dli@Jl!z
移民,いみん,移民，移​​民,JLPT_1 JLPT,CLJ[Ns`Z6Z
嫌々,いやいや,勉強，絕不是不情願的,JLPT_1 JLPT,QjHKtey?XJ
卑しい,いやしい,貪婪，粗俗，破舊,JLPT_1 JLPT,vBh9gD/$!+
いやに,いやに,非常可怕,JLPT_1 JLPT,qpdLL_V*P#
いやらしい,いやらしい,不愉快，令人噁心，不雅,JLPT_1 JLPT,D<T6@Y-YD4
意欲,いよく,意志，渴望，野心,JLPT_1 JLPT,Fq(`u%{Obm
威力,いりょく,權力，可能，權威,JLPT_1 JLPT,r5er8dT<)9
衣類,いるい,衣服，衣服，服裝,JLPT_1 JLPT,QbNSCWqQ4!
異論,いろん,不同的意見，異議,JLPT_1 JLPT,A?E^7mu[K@
印鑑,いんかん,印章，密封,JLPT_1 JLPT,cTR~#z|<0M
陰気,いんき,憂鬱，憂鬱,JLPT_1 JLPT,A-+&-Fy%1r
隠居,いんきょ,退休;退休的人,JLPT_1 JLPT,b^vje[Ox#X
インターチェンジ,インターチェンジ,交換,JLPT_1 JLPT,"rBKXdv$/G,"
インターナショナル,インターナショナル,國際的,JLPT_1 JLPT,JmV&U~p0X$
インターフォン,インターフォン,輸入電話，對講機,JLPT_1 JLPT,AO3rDw-;8U
インテリ,インテリ,（Abbr。）Egghead，知識分子,JLPT_1 JLPT,piGc%@]7]l
インフォメーション,インフォメーション,資訊,JLPT_1 JLPT,KO4Fli5w!*
インフレ,インフレ,（Abbr。）通貨膨脹,JLPT_1 JLPT,QC}1+m@@J*
受かる,うかる,通過（考試）,JLPT_1 JLPT,gIq*pkmfp{
受け入れ,うけいれ,接受，接受,JLPT_1 JLPT,j&5piEC:H:
受け入れる,うけいれる,接受，接受,JLPT_1 JLPT,i_JCrJB_9E
受け継ぐ,うけつぐ,繼承，成功,JLPT_1 JLPT,x6H#Y*OpNS
受け付ける,うけつける,被接受，接收（申請）,JLPT_1 JLPT,wJiQ/5Nn/x
受け止める,うけとめる,捕捉，反應，採取,JLPT_1 JLPT,kQB/rB@6#x
受身,うけみ,被動的，被動的聲音,JLPT_1 JLPT,AB05ev+c>K
受持ち,うけもち,收費（某物），收費很重要,JLPT_1 JLPT,"DiB3?u$z,A"
動き,うごき,運動，活動，趨勢,JLPT_1 JLPT,u]mcX[(LyK
埋める,うずめる,埋葬，填充,JLPT_1 JLPT,s1}PR|XGjV
嘘つき,うそつき,說謊者,JLPT_1 JLPT,huy&f$4B!!
うたた寝,うたたね,打zing，小睡,JLPT_1 JLPT,g>}T9.Ly4K
打ち明ける,うちあける,承認，開放,JLPT_1 JLPT,m>OKlxKk@!
打ち切る,うちきる,停止，中止，中斷，關閉,JLPT_1 JLPT,NY3MFaZc*o
打ち消し,うちけし,（克）否定，否認，負面,JLPT_1 JLPT,FFlOc.L!8+
打ち込む,うちこむ,獻身於,JLPT_1 JLPT,"iV,JA!*tZ)"
団扇,うちわ,扇子,JLPT_1 JLPT,AXix@CPuvn
内訳,うちわけ,項目，分解，分類,JLPT_1 JLPT,"kc.tS5mj},"
写し,うつし,複製，重複,JLPT_1 JLPT,o]mr>S?=4H
訴え,うったえ,訴訟，投訴,JLPT_1 JLPT,L0%2@MBXxQ
うっとうしい,うっとうしい,疲倦，煩人,JLPT_1 JLPT,D_nkEIxjCi
うつむく,うつむく,向下看，彎腰,JLPT_1 JLPT,vZ9f:pDf9{
空ろ,うつろ,空白，空心，空,JLPT_1 JLPT,gT)UMo=-nJ
器,うつわ,碗，容器，容器,JLPT_1 JLPT,wCFSLHrDCy
腕前,うでまえ,能力，技巧，設施,JLPT_1 JLPT,M#fh/cwlNl
雨天,うてん,多雨的天氣,JLPT_1 JLPT,w*!:re!1<+
促す,うながす,敦促，建議要求,JLPT_1 JLPT,wV^GWyWg_j
うぬぼれ,うぬぼれ,自負，自負，傲慢,JLPT_1 JLPT,m]YR4b{=@z
生まれつき,うまれつき,本質上，出生時，本地人,JLPT_1 JLPT,vf1rqkwzEV
埋め込む,うめこむ,嵌入，植入物,JLPT_1 JLPT,xua#+HlIBN
梅干し,うめぼし,幹梅子,JLPT_1 JLPT,y[D$6jL9AV
裏返し,うらがえし,內而外，反向,JLPT_1 JLPT,x!`i3g6fj/
売り出し,うりだし,（討價還價）銷售,JLPT_1 JLPT,e#9|l1/ymz
売り出す,うりだす,出售，上市,JLPT_1 JLPT,gIddcx*`Ct
潤う,うるおう,要濕；獲利,JLPT_1 JLPT,iEM[52wf::
浮気,うわき,外遇，作弊,JLPT_1 JLPT,niMRrvhuXD
上回る,うわまわる,超過,JLPT_1 JLPT,xvIWa_An&S
植わる,うわる,要種植,JLPT_1 JLPT,q/mwW_I)&k
運営,うんえい,管理，管理，操作,JLPT_1 JLPT,m*%9#Uxp/F
うんざり,うんざり,乏味，無聊，厭倦了,JLPT_1 JLPT,G<U}3bYTX=
運送,うんそう,運輸，貨運,JLPT_1 JLPT,DH/^v}5V5H
運賃,うんちん,運費，運輸費用，（乘客）票價,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,"OS<,k|.D(5"
云々,うんぬん,等等，等等,JLPT_1 JLPT,LiOOViPg]s
運搬,うんぱん,運輸，馬車,JLPT_1 JLPT,KHqZvxZ@6.
運命,うんめい,命運,JLPT_1 JLPT,l3_#00|#9V
運輸,うんゆ,運輸,JLPT_1 JLPT,"M~H0atu}?,"
運用,うんよう,使用，應用，實際使用,JLPT_1 JLPT,P{!{:>o!_q
エアメール,エアメール,航空郵件,JLPT_1 JLPT,q`%AC;;9Ta
～営,～えい,〜運行,JLPT_1 JLPT,dP^UCy0C~l
英字,えいじ,英文字母（字符）,JLPT_1 JLPT,"J1lN,M8$1h"
映写,えいしゃ,投影,JLPT_1 JLPT,x`Mnz)m&qb
映像,えいぞう,反射，圖像,JLPT_1 JLPT,m?:Se-SQN4
英雄,えいゆう,英雄，偉人,JLPT_1 JLPT,lpc:AiI>>Z
液,えき,液體，流體,JLPT_1 JLPT,r(jP%;ZEI5
閲覧,えつらん,檢查，參考，瀏覽,JLPT_1 JLPT,hDsmHpZ7Os
獲物,えもの,遊戲，戰利品，獎杯,JLPT_1 JLPT,5*sGNpi>A
襟,えり,脖子，衣領,JLPT_1 JLPT,tRB]@ee=lY
エレガント,エレガント,優雅的,JLPT_1 JLPT,efgo>`$5}C
円滑,えんかつ,和諧，光滑,JLPT_1 JLPT,Kb_Dvgh:lA
縁側,えんがわ,陽台，門廊，陽台，開放式走廊,JLPT_1 JLPT,wyHg^[mZl2
沿岸,えんがん,海岸，岸,JLPT_1 JLPT,AovU9kG]Un
婉曲,えんきょく,委婉的，間接的，暗示,JLPT_1 JLPT,G;:<3(vTfF
演出,えんしゅつ,生產（Erg。Play，Direction）,JLPT_1 JLPT,"wf^,)@RdCb"
エンジニア,エンジニア,工程師,JLPT_1 JLPT,B{mLrpXMY9
演じる,えんじる,表演，扮演（一部分），採取行動,JLPT_1 JLPT,"w/:3TeD,r|"
