expression,reading,meaning,tags,guid
温帯,おんたい,溫帶,JLPT JLPT_2,it?~KTCCdv
御中,おんちゅう,先生。,JLPT JLPT_2,i:g_|_*4fM
女の人,おんなのひと,女士,Genki_Ln.7 JLPT JLPT_2 Genki,k`gpRcVkY^
蚊,か,蚊子,JLPT JLPT_2,j=4=()Uwi2
カーブ,カーブ,曲線;曲線球（棒球）,JLPT JLPT_2,"H$,bx/Aa*A"
貝,かい,貝殼，貝類,JLPT JLPT_2,HNd6/BU{>X
外～,がい～,外國〜，外面〜,JLPT JLPT_2,hm9sVyWCE}
開会,かいかい,開會,JLPT JLPT_2,Lh4g/O2OJM
会館,かいかん,會議廳會議廳,JLPT JLPT_2,liybJFP&?H
改札,かいさつ,檢查門票,JLPT JLPT_2,y:jbDc8VoT
解散,かいさん,分手，解散,JLPT JLPT_2,k.tjPn~)Hk
海水浴,かいすいよく,海水沐浴，海水浴,JLPT JLPT_2,b`BB!zK8zx
回数,かいすう,次數，頻率,JLPT JLPT_2,e]X6r<D@Yf
回数券,かいすうけん,門票書,JLPT JLPT_2,vh5]if8XnX
改正,かいせい,修訂，修正，改變,JLPT JLPT_2,wJ:fR1W1sK
快晴,かいせい,好天氣,JLPT JLPT_2,ud00-YM]pE
解説,かいせつ,解釋，評論,JLPT JLPT_2,"z,rNuHyUJ$"
改造,かいぞう,重塑,JLPT JLPT_2,GV-RfF@Gn1
開通,かいつう,開放，打開,JLPT JLPT_2,BJU-xej2c~
回転,かいてん,旋轉，轉彎,JLPT JLPT_2,bT_5rLaFDl
解答,かいとう,答案，解決方案,JLPT JLPT_2,"yT|.1iJ,_Q"
回答,かいとう,回复，回答,JLPT JLPT_2,E!J[iX3Ig-
外部,がいぶ,外部，外部,JLPT JLPT_2,yk*]@{a4/.
解放,かいほう,釋放，解放，解放,JLPT JLPT_2,zS7|<$4Sg9
開放,かいほう,開放，投擲公開，自由化,JLPT JLPT_2,K(=v$Si}Sa
海洋,かいよう,海洋,JLPT JLPT_2,"c?Kf,aYa,k"
概論,がいろん,簡介，一般說明,JLPT JLPT_2,EagQlRaO<~
却って,かえって,相反，相反,JLPT JLPT_2,Ff-Dhop([3
家屋,かおく,房子，建築物,JLPT JLPT_2,K9=P{6t9d@
係わる,かかわる,關心自己，參與,JLPT JLPT_2,e1]obK7qg.
書留,かきとめ,註冊郵件,JLPT JLPT_2,"P,x~yeJiAf"
書取,かきとり,聽寫,JLPT JLPT_2,nlq[7d^Cda
垣根,かきね,樹籬,JLPT JLPT_2,s%pg!Off-$
限り,かぎり,極限，盡可能,JLPT JLPT_2,nd]$n-hPJY
各～,かく～,每個〜，每個〜,JLPT JLPT_2,JIKk5aY~sz
架空,かくう,虛構，小說，幻想,JLPT JLPT_2,keLv$&NvXw
各自,かくじ,每個人，每個人,JLPT JLPT_2,u>j/FKC5==
拡充,かくじゅう,擴張,JLPT JLPT_2,k9>S;S#x^)
学術,がくじゅつ,科學，學習，獎學金,JLPT JLPT_2,y2n!_T5t*M
各地,かくち,該國各地,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,M_|B!vf-KS
拡張,かくちょう,擴展，擴展,JLPT JLPT_2,"qk,U%yom=n"
角度,かくど,角度,JLPT JLPT_2,xYUahGWaOD
学年,がくねん,學校年，學校成績,JLPT JLPT_2,snv|Q^7V&<
学部,がくぶ,大學本科系（課程，課程等）,JLPT JLPT_2,M{Rt-~pV[8
格別,かくべつ,例外,JLPT JLPT_2,ew:H.)$lIz
確率,かくりつ,可能性,JLPT JLPT_2,B^!PO()@Fj
学力,がくりょく,獎學金，知識,JLPT JLPT_2,fg#sj4f&H/
掛け算,かけざん,乘法,JLPT JLPT_2,NBNX=8%`mD
かけざん,かけざん,乘法,JLPT JLPT_2,J(J6;KG1P0
可決,かけつ,批准，收養（例如，動議，法案），通過,JLPT JLPT_2,?AdRO|`D3
火口,かこう,火山口（火山）,JLPT JLPT_2,I>{#77)U2L
下降,かこう,下降，下降，跌倒,JLPT JLPT_2,olO#.LVae]
重ねる,かさねる,堆積，堆積，堆疊，放在另一個上面重複多次，重複經過，積累,JLPT JLPT_2,v-}D_SOws/
飾り,かざり,裝飾，裝飾，裝飾,JLPT JLPT_2,MTDy9F:WDT
火山,かざん,火山,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,nQ^q[SYzad
かしこまりました,かしこまりました,當然,JLPT JLPT_2 Genki_Ln.20 Genki,K[_B[U0SFm
貸し出し,かしだし,貸款，貸款,JLPT JLPT_2,jgwQltf^|5
過失,かしつ,錯誤，錯誤，疏忽,JLPT JLPT_2,wGXKGa.Q$k
果実,かじつ,水果,JLPT JLPT_2,Hr5#b<WZv5
貸間,かしま,出租的空間,JLPT JLPT_2,f;Mu?;YNxY
貸家,かしや,出租房子,JLPT JLPT_2,xG+iA}dT^k
箇所,かしょ,地點，點，部分,JLPT JLPT_2,"u73w,EFcqC"
かしょ,かしょ,通道，地點,JLPT JLPT_2,QWm(5L}$9%
過剰,かじょう,過度，過度 -,JLPT JLPT_2,gyP>>^hD);
かじる,かじる,咀嚼，咬（at）,JLPT JLPT_2,HPUE@sF)^#
課税,かぜい,稅收,JLPT JLPT_2,v<>5#MB}<q
カセット,カセット,磁帶）,JLPT JLPT_2,O31|Fi(S7Q
下線,かせん,下劃線，下劃線,JLPT JLPT_2,pq&rc|>fY.
加速,かそく,加速度,JLPT JLPT_2,MT@qI_:;KR
加速度,かそくど,加速度,JLPT JLPT_2,ic-:spL~M@
かたかな,かたかな,卡塔卡納,JLPT JLPT_2,QPplVw&IAL
かたづく,かたづく,放置，處置，解決,JLPT JLPT_2,"z6jkVh5~d,"
塊,かたまり,腫塊，質量，簇,JLPT JLPT_2,iJm<x_b^7C
固まる,かたまる,硬化，鞏固，變得堅定,JLPT JLPT_2,iT33@SKQ0$
片道,かたみち,單向（旅行）,JLPT JLPT_2,tN}hoBEcWZ
傾く,かたむく,傾向於傾斜，傾斜，傾斜,JLPT JLPT_2,"eRHA+m,LAe"
片寄る,かたよる,是單方面的，傾斜，部分,JLPT JLPT_2,Q|RAcaS;Ac
学科,がっか,研究學科，學習課程,JLPT JLPT_2,d/U/mP87B<
学会,がっかい,學術會議,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,rvd2E[%d:l
楽器,がっき,樂器,JLPT JLPT_2,zj[&tINbu_
学級,がっきゅう,班級,JLPT JLPT_2,xHn7Zkw(je
担ぐ,かつぐ,肩膀，肩負,JLPT JLPT_2,uNP=4K#|_6
括弧,かっこ,括號，括號,JLPT JLPT_2,E4PO59(otM
活字,かつじ,打印類型,JLPT JLPT_2,lS9+ur8Rhy
勝手に,かってに,任意地,JLPT JLPT_2,c;rdge_lIB
活躍,かつやく,活動（尤其是充滿活力或成功），巨大的努力，積極參與,JLPT JLPT_2,t6eKeTVxu1
活力,かつりょく,活力，能量,JLPT JLPT_2,P=dyC+Atno
課程,かてい,課程，課程,JLPT JLPT_2,"g,{yU7}}eo"
仮名,かな,假名,JLPT JLPT_2,r+|=nvx{%}
仮名遣い,かなづかい,卡納拼字法，音節拼寫,JLPT JLPT_2,q:v%>e2~9#
鐘,かね,鐘（通常是一個大懸鈴），鈴聲,JLPT JLPT_2,MiZAx.nm4S
加熱,かねつ,加熱,JLPT JLPT_2,D58GJ/(V81
兼ねる,かねる,同時發揮兩個或多個功能,JLPT JLPT_2,s0EuumM^s>
カバー,カバー,封面（例如，書）,JLPT JLPT_2,h7<4il+kD=
過半数,かはんすう,多數,JLPT JLPT_2,t.8/F.$N=Y
かび (～がはえる),かび (～がはえる),黴菌，黴菌,JLPT JLPT_2,Q.7b{&DG}o
被せる,かぶせる,覆蓋（有東西）,JLPT JLPT_2,BdRmJ;EC_8
釜,かま,鐵鍋，水壺,JLPT JLPT_2,M+N1Y3/)pj
構いません,かまいません,沒關係;一個人不介意,Intermediate_Japanese_Ln.4 JLPT JLPT_2 Intermediate_Japanese,vd/0yY>i6%
紙屑,かみくず,廢紙,JLPT JLPT_2,vvZ;(*{sDL
神様,かみさま,上帝,JLPT JLPT_2 Genki_Ln.20 Genki,QtI1aTgK3F
剃刀,かみそり,剃刀,JLPT JLPT_2,EUVj(OJ|`3
ガム,ガム,口香糖,JLPT JLPT_2,IjCKN~>gDp
貨物,かもつ,貨物，貨運,JLPT JLPT_2,Ee3iA.}E1T
歌謡,かよう,歌曲，民謠,JLPT JLPT_2,B8j5MHOl3a
殻,から,貝殼，果殼，船體，豆莢，穀殼,JLPT JLPT_2,E[9cW:WqUf
カラー,カラー,項圈，顏色,JLPT JLPT_2,hoWS%R]$xc
からかう,からかう,嘲笑，取笑,JLPT JLPT_2,f1|Z(DjQl3
空っぽ,からっぽ,空，空置，空心,JLPT JLPT_2,ymKUE(fK%o
かるた,かるた,撲克牌（POR：CARTA）,JLPT JLPT_2,cJB:Z0SpF-
枯れる,かれる,要枯萎，死亡（植物），被炸毀（植物）,JLPT JLPT_2,w%ev2Rq1&r
カロリー,カロリー,卡路里,JLPT JLPT_2,"diZF6u*,sD"
可愛がる,かわいがる,愛，深情,JLPT JLPT_2,zX92vgkXT;
乾かす,かわかす,乾燥（衣服等），乾燥,JLPT JLPT_2,pnSoE/i9wh
為替,かわせ,匯票，交換,JLPT JLPT_2,JjeKsySAG^
瓦,かわら,屋頂瓷磚,JLPT JLPT_2,Bf6o<dScJ^
間隔,かんかく,空間，間隔空間字符，空格,JLPT JLPT_2,f(q^~|ToF|
換気,かんき,通風,JLPT JLPT_2,to8!Q9kk&}
感激,かんげき,深刻的情感，印象，靈感,JLPT JLPT_2,yU>I7PD.[:
関西,かんさい,日本西南半部，包括大阪,JLPT JLPT_2,"mfDDR,OXu:"
元日,がんじつ,元旦,JLPT JLPT_2,u|JK#Xa]e5
鑑賞,かんしょう,欣賞,JLPT JLPT_2,E642S>/DUA
感ずる,かんずる,感覺到,JLPT JLPT_2,Nfi9|FOf@O
間接,かんせつ,間接，間接性,JLPT JLPT_2,dxp6!l6@:y
乾燥,かんそう,乾燥，乾旱，平淡，脫水,JLPT JLPT_2,td4Zh9`xWT
感想,かんそう,印象，思想，感覺，反應,JLPT JLPT_2,Dl}@=q4$z6
観測,かんそく,觀察,JLPT JLPT_2,DpaRQHledo
寒帯,かんたい,寒冷的區域,JLPT JLPT_2,kuZZ@R:&?
勘違い,かんちがい,誤會，錯誤的猜測,JLPT JLPT_2,Hn~gIt2Uw4
官庁,かんちょう,政府辦公室，當局,JLPT JLPT_2,e-}veyn2>L
缶詰,かんづめ,罐頭，罐頭商品，,JLPT JLPT_2,dGjAI6[GGs
乾電池,かんでんち,乾電池，電池,JLPT JLPT_2,kSO!})gG5D
関東,かんとう,日本東半部，包括東京,JLPT JLPT_2,q$Rzr7k!?N
観念,かんねん,想法，概念；感覺,JLPT JLPT_2,H`W;t.blod
乾杯,かんぱい,乾杯! （吐司）,JLPT_2 JLPT Genki_Ln.8 Genki,qtXR3lc8pv
看板,かんばん,標誌，招牌,JLPT JLPT_2,f~lT@>sl(B
看病,かんびょう,護理（病人）,JLPT JLPT_2,d4(@OW=wzg
冠,かんむり,皇冠，花圈,JLPT JLPT_2,"u>]rwp,Fs["
漢和,かんわ,漢語 - 日本人（例如，詞典）,JLPT JLPT_2,"mNHDxx[&,N"
気圧,きあつ,氣壓,JLPT JLPT_2,w71unwo/e>
着替え,きがえ,換衣服，換衣服,JLPT JLPT_2,vi{&DRUjwE
着替える,きがえる,換衣服,JLPT Intermediate_Japanese JLPT_2 Genki Intermediate_Japanese_Ln.10 Genki_Ln.21,"Az6,#K9!yB"
機関車,きかんしゃ,機車，發動機,JLPT JLPT_2,dyq%>=g>@K
飢饉,ききん,飢荒,JLPT JLPT_2,of0kMjM40p
器具,きぐ,樂器,JLPT JLPT_2,f04oZ+_FOX
期限,きげん,術語，期間，時間範圍時間限制，截止日期，截止（日期）,JLPT JLPT_2,"hwqzFcU1,$"
記号,きごう,符號，代碼,JLPT JLPT_2,"NF?>3T^,JP"
刻む,きざむ,碎，雕刻，雕刻,JLPT JLPT_2,"LlS,o9O&r1"
儀式,ぎしき,儀式，儀式，儀式,JLPT JLPT_2,KIl/;heLfD
基準,きじゅん,標準，基礎，標準,JLPT JLPT_2,l&fXwd/g5#
規準,きじゅん,標準，基礎，標準,JLPT JLPT_2,Efh]$;|u`t
起床,きしょう,上升，起床,JLPT JLPT_2,"fOY,Ghbw-s"
着せる,きせる,穿衣服,JLPT JLPT_2,NKt/PdYQsd
基礎,きそ,基礎，基礎,JLPT JLPT_2,IMHZY>OvkD
基地,きち,根據,JLPT JLPT_2,I7{+B~;-Cv
きっかけ,きっかけ,提示，觸發，提示,JLPT JLPT_2,e9iq#7`z5g
切っ掛け,きっかけ,機會，開始，提示，藉口，動機，動力，場合,JLPT JLPT_2,sY5&<lP/:_
ぎっしり,ぎっしり,緊密，完全,JLPT JLPT_2,roF`vi5#iH
基盤,きばん,基礎，基礎,JLPT JLPT_2,Q#hD0![*dh
客席,きゃくせき,來賓座位,JLPT JLPT_2,oKF%:%YXd4
客間,きゃくま,客廳，客房,JLPT JLPT_2,PWjQKkx$-q
ギャング,ギャング,幫派,JLPT JLPT_2,rmu8iNTz;H
キャンパス,キャンパス,校園,JLPT JLPT_2,me;5WQ2vTb
休業,きゅうぎょう,關閉，關閉，假期,JLPT JLPT_2,oX~(4uE=OX
休講,きゅうこう,講座取消,JLPT JLPT_2,IblG6P2b4^
休息,きゅうそく,休息，放鬆，放鬆,JLPT JLPT_2,mFQb-ci%=n
給与,きゅうよ,薪水,JLPT JLPT_2,PCn?h_u$qZ
休養,きゅうよう,休息，休息，娛樂,JLPT JLPT_2,RcKyI3I]Oc
清い,きよい,透明，純淨，高貴,JLPT JLPT_2,Gl5ERuBRxp
強化,きょうか,加強，加強，增強,JLPT JLPT_2,uXIPpdZC1R
境界,きょうかい,邊界,JLPT JLPT_2,j7=Rl[TZ[~
共産～,きょうさん～,共產主義〜,JLPT JLPT_2,j8+=)[q7=i
行事,ぎょうじ,事件，功能,JLPT JLPT_2,"H,ijyT4Xeg"
恐縮,きょうしゅく,對不起，麻煩,JLPT JLPT_2,zQMs(1T)5O
教養,きょうよう,文化，教育，精緻,JLPT JLPT_2,z>(b`0D^UW
行列,ぎょうれつ,線，遊行；矩陣（數學）,JLPT JLPT_2,NW3kj#3*Pp
漁業,ぎょぎょう,釣魚（行業）,JLPT JLPT_2,oFZ3yBC.8y
曲線,きょくせん,曲線,JLPT JLPT_2,iDUc0okp@!
規律,きりつ,命令，規則，法律,JLPT JLPT_2,qH%%&6n|uU
斬る,きる,斬首，謀殺,JLPT JLPT_2,npLP+:S/ui
気を付ける,きをつける,要小心，注意，照顧,JLPT JLPT_2,KJo;WsH_ui
琴,きん,13弦的日本人,JLPT JLPT_2,ze/Aoh1sN#
金魚,きんぎょ,金魚,JLPT JLPT_2,f4r;e>P:iY
クーラー,クーラー,空調,JLPT JLPT_2,m[g>=z]wN/
区域,くいき,區域，區域,JLPT JLPT_2,fYQq7`cNuc
空～,くう～,空〜,JLPT JLPT_2,A&!JE@t/D3
偶数,ぐうすう,偶數,JLPT JLPT_2,"iw7<JlzmC,"
空想,くうそう,白日夢，幻想,JLPT JLPT_2,H5ov7CW8[y
空中,くうちゅう,天空，空氣,JLPT JLPT_2,A;^pVv^)~a
釘,くぎ,指甲,JLPT JLPT_2,Gb>Lz*bq3+
区切る,くぎる,打點，切斷，標記,JLPT JLPT_2,s|j=prYd&B
櫛,くし,梳子,JLPT JLPT_2,dzg}!o26=)
くしゃみ,くしゃみ,噴嚏,JLPT JLPT_2,jgl;4q1>wE
苦情,くじょう,投訴，申訴，抱怨,JLPT JLPT_2,"GDdlB.2)],"
苦心,くしん,痛苦，麻煩,JLPT JLPT_2,scKS9[]M|w
屑,くず,廢物，報廢,JLPT JLPT_2,BqN1|GlY;b
崩す,くずす,摧毀，進行零錢（金錢）,JLPT JLPT_2,m%M5UejA$^
薬指,くすりゆび,無名指,JLPT JLPT_2,lPy;T<L~6G
崩れる,くずれる,崩潰，崩潰,JLPT JLPT_2,cC8vUqHlPz
砕く,くだく,打破，砸碎,JLPT JLPT_2,wiAgy$Rvgg
砕ける,くだける,打破，打破,JLPT JLPT_2,I_dH|P3phU
くたびれる,くたびれる,要疲倦，磨損,JLPT JLPT_2,G(IR)z:5pO
くだらない,くだらない,不好，愚蠢，毫無價值,JLPT JLPT_2,"A~U,=Hx4eT"
下る,くだる,下降，下來，下來,JLPT JLPT_2,x;r#pjjP.D
唇,くちびる,唇,JLPT JLPT_2,Ojx~b|>9H|
口紅,くちべに,口紅,JLPT JLPT_2,tS@_TWWY!2
くっつく,くっつく,遵守,JLPT JLPT_2,oS}[QfJCGM
くっつける,くっつける,連接,JLPT JLPT_2,oyj+vcm-!3
くどい,くどい,冗長，重要，重（味道）,JLPT JLPT_2,"hrEZ=;H,}N"
句読点,くとうてん,標點符號,JLPT JLPT_2,l-RV08NZgs
配る,くばる,分發，交付,JLPT JLPT_2,lXb3hdtDlZ
工夫,くふう,設備，技巧，獨創性,JLPT JLPT_2,H+)pz^uf{J
区分,くぶん,分區，分類,JLPT JLPT_2,F<dg-k3#W>
組合せ,くみあわせ,組合,JLPT JLPT_2,Bg89BEb&%-
組み立てる,くみたてる,組裝，設置，構造,JLPT JLPT_2,v|l>4TT$)t
悔やむ,くやむ,遺憾，哀悼,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,H!N`qFr_#7
クリーニング,クリーニング,清潔，乾洗，洗衣服,JLPT JLPT_2,i[]|N=O%MV
くるむ,くるむ,被包圍，總結,JLPT JLPT_2,"BR}5xbe,nI"
くれぐれも,くれぐれも,一再真誠，認真地,JLPT JLPT_2,Fa/6^Kk;|O
郡,ぐん,縣區,JLPT JLPT_2,bbr::y1BwQ
稽古,けいこ,練習，培訓，學習,JLPT JLPT_2,j8X.KY|=u:
敬語,けいご,榮譽語言（點亮，尊重語言）,JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.13 Genki,yjE)OYPe3Q
蛍光灯,けいこうとう,日光燈,JLPT JLPT_2,"QTW-;W~W,r"
形式,けいしき,形式，形式，格式,JLPT JLPT_2,Ab_)N~*$PV
継続,けいぞく,繼續,JLPT JLPT_2,CaHy~Z7JH4
毛糸,けいと,編織羊毛,JLPT JLPT_2,Gb?267tT>>
経度,けいど,經度,JLPT JLPT_2,Av7~pbz~Hq
系統,けいとう,系統，家譜,JLPT JLPT_2,Q-55n75c-r
芸能,げいのう,公共娛樂，表演藝術,JLPT JLPT_2,f.Hh_!4j.)
競馬,けいば,賽馬,JLPT JLPT_2,n:NmLS-y><
警備,けいび,國防，警惕，警務，安全,JLPT JLPT_2,G/A=@_E]L]
形容詞,けいようし,形容詞,JLPT JLPT_2,cL`y[jUOq<
形容動詞,けいようどうし,形容詞名詞，準術語,JLPT JLPT_2,uV+nfBdxmh
外科,げか,外科,JLPT JLPT_2,E>G.GzTwL/
毛皮,けがわ,毛皮，皮膚，毛皮,JLPT JLPT_2,c{EG;%-8)#
激増,げきぞう,突然增加,JLPT JLPT_2,yz;Sw2]1o2
下車,げしゃ,下車，下車,JLPT JLPT_2,s3V^Z_7&3=
下旬,げじゅん,月（最後三分之一）,JLPT JLPT_2,ydXtTo$/3C
下水,げすい,排水，污水，溝渠，排水溝，下水道,JLPT JLPT_2,kv>S4!V~UF
削る,けずる,一點一點地降低，以佔,JLPT JLPT_2,"b>,#]bkBBs"
桁,けた,柱，梁，數字,JLPT JLPT_2,h3Lj0KDxA;
下駄,げた,（日本鞋類），木製木logs,JLPT JLPT_2,Lsi@O2Lyg^
血圧,けつあつ,血壓,JLPT JLPT_2,gAl*9Gbi)S
月給,げっきゅう,每月薪水,JLPT JLPT_2,HF>n5v#}UC
傑作,けっさく,傑作，最佳作品,JLPT JLPT_2,Cv}k6t8gW-
月末,げつまつ,月底,JLPT JLPT_2,yG[@;%)^%!
気配,けはい,指示，標誌，提示,JLPT JLPT_2,vEl!:!Y]<7
下品,げひん,庸俗，不雅，粗糙,JLPT JLPT_2,Mu42*K8+!p
下品(な),げひん(な),庸俗,JLPT JLPT_2,OV!SBP%Y;}
煙い,けむい,煙,JLPT JLPT_2,jZ9K)#wLUe
険しい,けわしい,陡峭，堅固；嚴重,JLPT JLPT_2,sL2hQ27Y;>
現～,げん～,現在，現任,JLPT JLPT_2,j5m@yw%F5s
見学,けんがく,巡迴演出，觀察,JLPT JLPT_2,AGWPud)jCW
謙虚,けんきょ,謙虛，謙虛,JLPT JLPT_2,dX|trSe.K0
原稿,げんこう,手稿，複製,JLPT JLPT_2,tF(k44d8V3
原産,げんさん,產地,JLPT JLPT_2,oEB|tzMZJ~
原始,げんし,原點，原始,JLPT JLPT_2,omD?4Zjs@O
研修,けんしゅう,訓練,JLPT JLPT_2,GG4]qYN81r
厳重,げんじゅう,嚴格，嚴格，堅定,JLPT JLPT_2,v!xFiav6KX
謙遜,けんそん,謙虛，謙卑，謙虛,JLPT JLPT_2,<K5$n`CYI
県庁,けんちょう,官方辦公室,JLPT JLPT_2,zvZL32PgqO
限度,げんど,限制，邊界,JLPT JLPT_2,JA`c9FaS}R
現に,げんに,實際上，真的,JLPT JLPT_2,"u,j=UO^+?,"
顕微鏡,けんびきょう,顯微鏡,JLPT JLPT_2,sxMC{StEnT
懸命,けんめい,渴望，劇烈,JLPT JLPT_2,q]z=kgzWuF
原理,げんり,原則，理論，基本真理,JLPT JLPT_2,k&wukQ5nce
原料,げんりょう,原料,JLPT JLPT_2,c@Y5nO/W2_
碁,ご,去（棋盤遊戲）,JLPT JLPT_2,rtF@zQN<F]
小～,こ～,小〜,JLPT JLPT_2,nc*Pi>[z&(
コース,コース,課程,JLPT JLPT_2,oysa|(e$-M
コーラス,コーラス,合唱,JLPT JLPT_2,Humxyi-3mI
恋しい,こいしい,親愛的，親愛的；想念,JLPT JLPT_2,B6>l>%o=|:
高～,こう～,高（級）〜,JLPT JLPT_2,D00VmIU)t|
工員,こういん,工廠工人,JLPT JLPT_2,vkV[De+:pH
強引,ごういん,強行，自信，急躁,JLPT JLPT_2,sKp0o2A:hc
公害,こうがい,公眾滋擾，污染,JLPT JLPT_2,QpY.UtLIJ[
高級,こうきゅう,高級;第一流,Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,ft;T5?9HzM
公共,こうきょう,公共，社區，公共,JLPT JLPT_2,sgv0$[#74*
工芸,こうげい,工業藝術,JLPT JLPT_2,Bwh|-zOd@t
孝行,こうこう,孝順,JLPT JLPT_2,qZRbxu/C>i
交差,こうさ,叉,JLPT JLPT_2,"fDo8@&J]V,"
講師,こうし,講師,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,zd6hLYf74N
工事,こうじ,施工工作,JLPT JLPT_2,I]-Fc)+f`5
公式,こうしき,配方，形式，官方,JLPT JLPT_2,"nVcCuyV_X,"
口実,こうじつ,原諒,JLPT JLPT_2,f`zk^AisY[
こうして,こうして,這樣，這樣,JLPT JLPT_2,ur#5.<4sqd
校舎,こうしゃ,校舍的教學大樓,JLPT JLPT_2,bX%cC*?a1%
公衆,こうしゅう,公眾,JLPT JLPT_2,bE}u4]$3>(
香水,こうすい,香水,JLPT JLPT_2,o.:4b?]N+f
公正,こうせい,正義，公平，公正,JLPT JLPT_2,N@!)sH2_75
功績,こうせき,成就，優點,JLPT JLPT_2,OI:=[B.(~f
光線,こうせん,光束，淺射線,JLPT JLPT_2,ter3YDX-e<
高層,こうそう,高高的上升,JLPT JLPT_2,AyG~sZay?6
構造,こうぞう,結構，構造,JLPT JLPT_2,hQ&6u.oz?k
交替,こうたい,改變，救濟，改變,JLPT JLPT_2,MK%iQJeoa*
交代,こうたい,交替，變化，救濟，繼電器，轉移，替代（運動等），輪流,JLPT JLPT_2,f~GJ18sE+w
耕地,こうち,耕地,JLPT JLPT_2,k*|BtPi.!l
交通機関,こうつうきかん,運輸設施,JLPT JLPT_2,uNV6#=3}0=
校庭,こうてい,學校院子,JLPT JLPT_2,w[Wu+:]Zss
肯定,こうてい,積極，肯定,JLPT JLPT_2,oZ3[Bf(H{{
高度,こうど,高度，高度；先進的,JLPT JLPT_2,CQAS#*&&=/
高等,こうとう,高級，高級,JLPT JLPT_2,dbk]Zc:3rz
合同,ごうどう,組合，結合,JLPT JLPT_2,c!+-6kS6~S
高等学校,こうとうがっこう,高中,JLPT JLPT_2,k>`;igc0Pv
公表,こうひょう,官方宣布，宣布,JLPT JLPT_2,Frp(j`FqPK
鉱物,こうぶつ,礦物,JLPT JLPT_2,"g7V_q,WB=T"
公務,こうむ,公共業務公共業務,JLPT JLPT_2,ph__$$f`>`
項目,こうもく,物品,JLPT JLPT_2,IR)]Uw=>ew
紅葉,こうよう,秋天的顏色（葉子）,Intermediate_Japanese_Ln.4 JLPT JLPT_2 Intermediate_Japanese,QVPJ]RT}3i
こうよう もみじ,こうよう もみじ,（日本）楓木,JLPT JLPT_2,jyNUL2Cq@*
合理,ごうり,合理的,JLPT JLPT_2,i7M&H:#flC
交流,こうりゅう,交換;交替的電流,JLPT JLPT_2,QGlx1yaY72
合流,ごうりゅう,匯合，合併，加入,JLPT JLPT_2,FQa#d;SBEZ
効力,こうりょく,效果，功效,JLPT JLPT_2,m[c_>TpG7t
焦がす,こがす,燃燒，焦化,JLPT JLPT_2,DR^K9TVHMB
国王,こくおう,國王,JLPT JLPT_2,CA0:(YU5WC
こくせき,こくせき,國籍,JLPT JLPT_2,Ew(}`1|Q5L
国立,こくりつ,國家的,JLPT JLPT_2,n0&v0]`V#?
ご苦労様,ごくろうさま,謝謝你的辛勤工作,JLPT JLPT_2,t%p^_:OJ|i
焦げる,こげる,燃燒，被燃燒,JLPT JLPT_2,inwlPXnA$z
凍える,こごえる,凍結，冷藏，被冷凍,JLPT JLPT_2,L+KY/9pga6
心当たり,こころあたり,有一些了解，碰巧知道,JLPT JLPT_2,d$_UA7~;A}
心得る,こころえる,了解，擁有透徹的知識,JLPT JLPT_2,nby@b2~VRE
腰掛け,こしかけ,座位，長凳,JLPT JLPT_2,B.?hce;|M.
腰掛,こしかけ,座位，長凳,JLPT JLPT_2,E&fvprgdQl
腰掛ける,こしかける,坐（下）,JLPT JLPT_2,C/%Q;o7b11
五十音,ごじゅうおん,日本音節,JLPT JLPT_2,jxVh59#|-M
こしらえる,こしらえる,製造，製造,JLPT JLPT_2,i-3W|?L%O1
擦る,こする,摩擦，擦傷，申請，霜（玻璃），罷工（匹配）,JLPT JLPT_2,P#|X3kVk2a
個体,こたい,一個人,JLPT JLPT_2,K@FOqw]g/=
ごちそうさま,ごちそうさま,謝謝你的飯,JLPT JLPT_2,Jul:^;Dy``
こちらこそ,こちらこそ,我應該這樣說,JLPT JLPT_2,B-I}wWoF~[
小遣い,こづかい,零用錢，津貼,JLPT JLPT_2,Mi}UDGGnPb
コック,コック,廚師;點擊，公雞,JLPT JLPT_2,IM?]qPl^[d
こっそり,こっそり,偷偷摸摸,JLPT JLPT_2,o.yZt_~llY
古典,こてん,經典，經典,JLPT JLPT_2,"o,g/8g3=5w"
言付ける,ことづける,留言,JLPT JLPT_2,kGvj%:f4#<
言葉遣い,ことばづかい,語音，表達，措辭,JLPT JLPT_2,I8U([];a3j
こないだ,こないだ,最近的幾天，最近,JLPT JLPT_2,JgsjMc&2iB
御無沙汰,ごぶさた,一段時間沒有寫作或聯繫,JLPT JLPT_2,h*n>sYK!3z
ゴム,ゴム,口香糖，橡膠,JLPT JLPT_2,oFg|-D}k2~
御免,ごめん,下降（某物）；赦免，對不起,JLPT JLPT_2,o2=%ufIq+G
