expression,reading,meaning,tags,guid
おる,おる,- いる的最卑鄙的表達式 -,Genki Genki_Ln.20 JLPT JLPT_N4,Adc_Jds{te
申す,もうす,- 言う（いう）的特大式（humber）表達式 -,Genki Genki_Ln.20 JLPT JLPT_N4,e<WJ-6`NVb
試験,しけん,考試,Genki Genki_Ln.9 JLPT JLPT_N4,bUCd_5rR^-
真面目,まじめ,勤奮，認真,JLPT JLPT_N4,xK*F{fx?.z
ごらんになる,,- 榮譽表達みる-,Genki Genki_Ln.19 JLPT JLPT_N4,k(j]!OR1gM
店員,てんいん,文員；商店僱員,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,GeFU%up;F{
泊まる,とまる,（晚上）留下來（v.i。）,JLPT JLPT_N4,IbHq#Ubd>&
よろしい,よろしい,（hon。）好，好吧，好的,JLPT JLPT_N4,Ah<}g#ysAC
今夜,こんや,今晚，今晚,JLPT JLPT_N4,qWO]e*;%U}
おつり,おつり,改變;退還給買方的錢的餘額,JLPT JLPT_N4,wx#vXTnj!Z
チェックする,チェックする,查看,JLPT JLPT_N4,o%*Ndg~YHB
会話,かいわ,對話,JLPT JLPT_N4,dD;CvmzQ9b
空気,くうき,空氣，氣氛,Genki Genki_Ln.8 JLPT JLPT_N4,C)1Z!^eB^|
交通,こうつう,交通，運輸,JLPT JLPT_N4,AyJ>}k*DyK
ワープロ,ワープロ,文字處理器,JLPT JLPT_N4,!Qc[fI`%{
喜ぶ,よろこぶ,歡喜，高興，高興,JLPT JLPT_N4,DF7Py?yTD[
急行,きゅうこう,快車或公共汽車,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t]K/5%].:3
皆,みな,每個人,JLPT JLPT_N4,r56e/uzKVH
味,あじ,風味，味道,JLPT JLPT_N4,B]?q9zUNzO
空港,くうこう,飛機場,Genki Genki_Ln.20 JLPT JLPT_N4,Qgx/]mMiIj
手袋,てぶくろ,手套）,Genki Genki_Ln.10 JLPT JLPT_N4,LM6P1@!I~2
校長,こうちょう,校長，校長,JLPT JLPT_N4,eI/Ghjq;7/
ごちそう,ごちそう,盛宴，對待（某人）,JLPT JLPT_N4,D/ibPniDYT
踊り,おどり,舞蹈,JLPT JLPT_N4,J=*Z|>n+QR
興味,きょうみ,興趣（對某事）,JLPT JLPT_N4,DIyl0xA#)2
引っ越す,ひっこす,搬到新的居住地,JLPT JLPT_N4,EGeSfwOFZ.
冷房,れいぼう,冷卻，空調,JLPT JLPT_N4,stZHJs{qvP
都合,つごう,情況，便利,JLPT JLPT_N4,b;szYJp1~0
遠慮,えんりょする,克制，預備，猶豫,JLPT JLPT_N4,uqPUmCD*1n
亡くなる,なくなる,去世,JLPT JLPT_N4,Iq_q:mI=}n
科学,かがく,科學,Genki Genki_Ln.1 JLPT JLPT_N4,gWOi-(wW;M
はっきり,はっきり,顯然，很明顯,JLPT JLPT_N4,soMm6B)m]t
差し上げる,さしあげる,- 謙卑的表達あげる-,Genki Genki_Ln.20 JLPT JLPT_N4,zkSrvJWm{I
気持ち,きもち,感覺，感覺，心情,JLPT JLPT_N4,P!ajdoiyb.
祖父,そふ,祖父,JLPT JLPT_N4,ytyAfRG*6x
港,みなと,港口，港口,JLPT JLPT_N4,sHl5)cnUcM
予約,よやく,預訂,Genki Genki_Ln.10 JLPT JLPT_N4,rSce1JPbkI
凄い,すごい,很棒，很棒,JLPT JLPT_N4,P~)7jIfH{m
入学,にゅうがくする,進入學校或大學,JLPT JLPT_N4,"jo:/>1,9uU"
片付ける,かたづける,要（清潔）整理（v.t。）,JLPT JLPT_N4,Ef_Twp5ERS
写す,うつす,複製（v.t。）;拍照,JLPT JLPT_N4,x|L%TU)*iv
パソコン,パソコン,（個人）計算機,JLPT JLPT_N4,tQ#JE!pNrV
部長,ぶちょう,部門（部門）經理,Genki Genki_Ln.19 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,O:v<m}n3*n
火事,かじ,火,JLPT JLPT_N4,Kll.Pvc/gB
足す,たす,添加（數字）,JLPT JLPT_N4,M:pOTP>t7-
教会,きょうかい,教會,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,oA&[8r+GKm
彼ら,かれら,他們（通常是男性）,JLPT JLPT_N4,k?K1].&L.0
一杯,いっぱい,充滿最大的,JLPT JLPT_N4,w&/o{@M=$:
アメリカ,アメリカ,美國，美國,Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_N4,IVipO?aKE#
男性,だんせい,男人;男性,JLPT JLPT_N4,r6Y+#Vxx9S
理由,りゆう,原因,JLPT JLPT_N4,P7}t{e2du#
生産,せいさんする,生產;生產,JLPT JLPT_N4,pm+O;C4U:>
着物,きもの,和服;日本傳統連衣裙,Genki Genki_Ln.13 JLPT JLPT_N4,"A(ZdyF5k,T"
おもちゃ,おもちゃ,玩具,Genki Genki_Ln.11 JLPT JLPT_N4,Cf`[JaXL7u
暮れる,くれる,黑暗，結束,JLPT JLPT_N4,i-JL+Sl!mg
釣る,つる,釣魚,JLPT JLPT_N4,"GWJ%g`TG,o"
～ちゃん,～ちゃん,熟悉（女性）的後綴,JLPT JLPT_N4,r2m3z~%1s]
打つ,うつ,打擊，罷工,JLPT JLPT_N4,pBs^gx/@>a
あんな,あんな,這樣的,JLPT JLPT_N4,K%g**4JE#C
謝る,あやまる,道歉,JLPT JLPT_N4,C%+Y^2-4l[
昼間,ひるま,白天，白天,JLPT JLPT_N4,p3^ge-^eJl
教育,きょういく,教育,JLPT JLPT_N4,HW9*4`esHu
女性,じょせい,女士,JLPT JLPT_N4,E9gO2XIg*K
米,こめ,未煮過的米飯,JLPT JLPT_N4,"t,HSQDh#2"
邪魔,じゃま,障礙，入侵,JLPT JLPT_N4,c]>yivA`ny
国際,こくさい,國際的,JLPT JLPT_N4,f~g3tMo97^
隅,すみ,角落,JLPT JLPT_N4,eeOvjZ5zl.
伺う,うかがう,humber形式的行く（いく），聞く（きく）和來る（くる）,JLPT JLPT_N4,Lmfy{2F]$A
再来週,さらいしゅう,接下來的一周,JLPT JLPT_N4,kKHM?VM`7o
夢,ゆめ,夢,Genki Genki_Ln.11 JLPT JLPT_N4,lZn7[}J9+0
喉,のど,喉,JLPT JLPT_N4,c+C3t7I~.8
最近,さいきん,最近，近年來，最近幾年，最新的,Genki Genki_Ln.15 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,e2RD]Myt9A
周り,まわり,環境,JLPT JLPT_N4,fhT%f*K[Vx
歴史,れきし,歷史,Genki Genki_Ln.1 Genki_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,lQ}Sxv&`A!
不便,ふべん,不便,JLPT JLPT_N4,C!<M[IO(?_
血,ち,血,JLPT JLPT_N4,0ihaC]*Q^
～続ける,～つづける,繼續做〜,JLPT JLPT_N4,JHO_m/Gf)j
毛,け,頭髮，皮毛,JLPT JLPT_N4,gsy(C|!IEU
ひどい,ひどい,可怕，可怕，不公平，殘酷,Genki Genki_Ln.21 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,M6<?LBefmj
例えば,たとえば,例如，例如,Genki Genki_Ln.17 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,n/o*9@bFx6
中々,なかなか,非常相當,JLPT JLPT_N4,@YWCVJq=)
随分,ずいぶん,極其,JLPT JLPT_N4,NMl:D%#1zF
～やすい,～やすい,容易做〜,JLPT JLPT_N4,exjp1w(~N7
押し入れ,おしいれ,壁櫥,JLPT JLPT_N4,Al&#S)GWr$
電灯,でんとう,電燈,JLPT JLPT_N4,jodPP9K~W{
叱る,しかる,責罵,JLPT JLPT_N4,LMzmk?%TI!
サンダル,サンダル,檀香,JLPT JLPT_N4,nKx7m0Vnj8
びっくりする,びっくりする,感到驚訝,Genki Genki_Ln.21 JLPT JLPT_N4,Cr@7!m+n{m
うまい,うまい,可口的;熟練;幸運,JLPT JLPT_N4,"C`4~Q!,KRn"
変える,かえる,改變，改變，變化,JLPT JLPT_N4,x+80xLQg^-
講堂,こうどう,禮堂,JLPT JLPT_N4,ktg9A%:iyA
子,こ,孩子,JLPT JLPT_N4,u.wVLBCC7[
沸かす,わかす,煮沸,JLPT JLPT_N4,"d,.x::f0>g"
レジ,レジ,登記,JLPT JLPT_N4,m?VOxpy?_K
しばらく,しばらく,一段時間,JLPT JLPT_N4,w1JlkP{0C8
特に,とくに,特別,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Qf=L0@hP&F
空く,あく,打開，變空（空置）,JLPT JLPT_N4,Cg0$u|Ogik
計画,けいかくする,計劃，項目，時間表,JLPT JLPT_N4,s2fE.u9}xk
通り,とおり,〜街，〜大道,JLPT JLPT_N4,QBI<)8t#SN
下着,したぎ,內衣,JLPT JLPT_N4,tFl(JKOvJ3
経済,けいざい,經濟學，金融，經濟,JLPT JLPT_N4,rJHgD<t_i_
こう,こう,這樣，這樣,JLPT JLPT_N4,Q%+*%s6}J9
是非,ぜひ,當然，一定要；沒有失敗,Genki Genki_Ln.9 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,kray(3KD^X
裏,うら,反向，後背,JLPT JLPT_N4,pQ2heE~587
為,ため,好，優勢，為了,JLPT JLPT_N4,Fly+C7B(R*
おいでになる,おいでになる,（hon。）,JLPT JLPT_N4,ok-j:Fq]#X
変わる,かわる,更改（v.i。），要轉換，變化,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,N?)pR_`l)L
以外,いがい,除了，除了,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,io5npAJ^ZJ
済む,すむ,結束，結束,JLPT JLPT_N4,eQV4%/qxB)
ハンバーグ,ハンバーグ,漢堡牛排,JLPT JLPT_N4,zs3r)kO4N*
市,し,城市,JLPT JLPT_N4,rXed<x$qC(
引き出し,ひきだし,抽屜,JLPT JLPT_N4,tGG+yHdqmL
遊び,あそび,玩,JLPT JLPT_N4,"O8zue,3OP7"
支度,したくする,準備,JLPT JLPT_N4,QsqU&|{INc
～始める,～はじめる,開始做〜,JLPT JLPT_N4,BA.Jz]NK1.
見える,みえる,可見； - 禮貌的動詞含義來る（くる） -,Genki Genki_Ln.15 JLPT JLPT_N4,cEonZn&vE$
十分,じゅうぶん,足夠的,JLPT JLPT_N4,vgB;={Nvrv
音,おと,聲音，請注意,Genki Genki_Ln.20 JLPT JLPT_N4,y~nFfa-~?d
きっと,きっと,當然，肯定，毫無疑問，當然,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,>[X6H]9HU
まず,まず,首先（最重要的是），首先,Genki Genki_Ln.18 JLPT JLPT_N4,b.U+m9N1DV
遠く,とおく,遠處，遙遠,JLPT JLPT_N4,P.EKUt5=[B
大体,だいたい,大約;在大多數情況下；一般來說;首先（與もともと）,Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,PoQwq(:pGi
折れる,おれる,打破，折疊，屈服；轉（一個角）,JLPT JLPT_N4,"C>N,+q5aTm"
正しい,ただしい,正確的,JLPT JLPT_N4,ynVxN8fR|I
輸入,ゆにゅう,進口,JLPT JLPT_N4,c#?sbZfFpt
返事,へんじ,回复，回答,JLPT JLPT_N4,KqUGjMWU_#
都,と,大都市,JLPT JLPT_N4,OcM{?!kX-7
産業,さんぎょう,行業,JLPT JLPT_N4,r<I`MSX5aQ
伝える,つたえる,傳達（消息）；告訴，報告,Genki Genki_Ln.20 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,"z>dT,I0S3h"
お金持ち,かねもち; おかねもち,有錢人,JLPT JLPT_N4,H?Z`hWb&65
説明,せつめい,解釋,JLPT JLPT_N4,jzx*<D-6cG
島,しま,島,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,AOZjwUDN5g
道具,どうぐ,工具,JLPT JLPT_N4,Me$$/AnEcv
滑る,すべる,滑動，滑倒,JLPT JLPT_N4,nobw)6B/(-
それほど,それほど,到那樣；程度,JLPT JLPT_N4,tq|Owona;B
以上,いじょう,多於;這就是全部,JLPT JLPT_N4,kbfzlR:5u>
～まま,～まま,是,JLPT JLPT_N4,j#zKPMXsT3
特急,とっきゅう,有限的Express（火車比快車快）,JLPT JLPT_N4,sOgOxrQFHN
プレゼント,プレゼント,現在，禮物,Genki Genki_Ln.12 JLPT JLPT_N4,FrsjD-2$(X
～(に) よると,～(に) よると,根據〜,JLPT JLPT_N4,erz+S2{yL|
妻,つま,妻子（謙虛）,JLPT JLPT_N4,pfL{;:Bm<O
帰り,かえり,返回，回來,JLPT JLPT_N4,A1{^9x(Ly$
具合,ぐあい,狀況，狀態，健康,JLPT JLPT_N4,Ha+Fpz*nIy
堅; 硬; 固い,かたい,堅固，堅硬，堅定,JLPT JLPT_N4,Qr]]OTGag7
駐車場,ちゅうしゃじょう,停車場,JLPT JLPT_N4,Q9!i44Gj}q
スーツ,スーツ,套裝,JLPT JLPT_N4,"M~,%txA#EO"
危険,きけん,危險，風險，危險,Intermediate_Japanese_Ln.15 JLPT JLPT_N4,f#x=KD-)bk
髪,かみ,頭髮,Genki Genki_Ln.7 JLPT JLPT_N4,roFwJrlfKR
天気予報,てんきよほう,天氣預報,Genki Genki_Ln.8 JLPT JLPT_N4,rN#1gCRiI^
彼女,かのじょ,女朋友;她,Genki Genki_Ln.12 JLPT JLPT_N4,xL3J@WlS{%
間,あいだ,空間，間隔,JLPT JLPT_N4,MXEynMn6*x
卒業,そつぎょう,畢業,JLPT JLPT_N4,yOSz]L8FJS
それで,それで,（conj。），因此，,JLPT JLPT_N4,rZ[:sRogcN
枝,えだ,樹枝，樹枝,JLPT JLPT_N4,FAl}KCf:~8
専門,せんもん,主要的;專業,Genki Genki_Ln.1 JLPT JLPT_N4,k;2({qLOGz
そろそろ,そろそろ,逐漸地，很快,JLPT JLPT_N4,Q|>K44^N++
送る,おくる,發送，派遣,Genki Genki_Ln.14 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,e1#_xMS<)@
あげる,あげる,給,JLPT JLPT_N4,w6NP$s|k?>
騒ぐ,さわぐ,發出噪音，大聲疾呼,JLPT JLPT_N4,E-jyAQ+?xZ
尋ねる,たずねる,詢問（與質問する相同）,JLPT JLPT_N4,B;}vj%?W%Z
放送,ほうそうする,廣播,JLPT JLPT_N4,HT(fAub[.Z
政治,せいじ,政治,Genki Genki_Ln.1 Genki_Ln.12 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,LbbPDli%;(
市民,しみん,公民,JLPT JLPT_N4,KnKdz8[G7<
ファックス,ファックス,傳真,JLPT JLPT_N4,sG]9/N[j*>
負ける,まける,輸掉（遊戲）（v.i。），被擊敗,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t-t/Tk%(SS
指輪,ゆびわ,（手指）戒指,Genki Genki_Ln.14 JLPT JLPT_N4,By9Xq1v4J{
田舎,いなか,農村，鄉村,JLPT JLPT_N4,qO;XWK^*$*
見つける,みつける,發現，找到（v.t。）,Genki Genki_Ln.21 JLPT JLPT_N4,JSBDi~:Uul
高校生,こうこうせい,高中生,Genki Genki_Ln.1 JLPT JLPT_N4,s|lGtGG1fi
講義,こうぎ,講座,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,q(32?ls(B3
そんなに,そんなに,如此多，這樣,JLPT JLPT_N4,pG^h}ycj3(
昼休み,ひるやすみ,午餐休息，中午休息,JLPT JLPT_N4,lFVXC$-X%0
忘れ物,わすれもの,丟失的文章，遺忘了,JLPT JLPT_N4,c>u.i{BBMW
下りる,おりる,下來，走；墜落,JLPT JLPT_N4,"d9,VKd=RU="
腕,うで,手臂（指身體）,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,AiW}:.4@ze
訳,わけ,原因;解釋,JLPT JLPT_N4,usS4^zwn[>
承知,しょうちする,同意，接受,JLPT JLPT_N4,H:BcaGHLGe
日記,にっき,日記，日記,Genki Genki_Ln.18 JLPT JLPT_N4,"BMMWqQZ#[,"
高校; 高等学校,こうこう; こうとうがっこう,中學;高中,JLPT JLPT_N4,KKBE9#o7:F
似る,にる,相似，相似,JLPT JLPT_N4,i`_a~no4G!
～おわる,～おわる,完成〜,JLPT JLPT_N4,qwf(Try}@4
暖房,だんぼう,加熱,JLPT JLPT_N4,dvn`p4e0P6
留守,るす,缺席;不在家,Genki Genki_Ln.21 JLPT JLPT_N4,BK(gHI]ze3
割合,わりあい,速率，比率，百分比,JLPT JLPT_N4,vGMwhqQc%{
寺,てら,佛教寺廟,JLPT JLPT_N4,Hiagec7p~[
慣れる,なれる,習慣,JLPT JLPT_N4,m30?cbGY7<
普通,ふつう,常見的;通常,Intermediate_Japanese_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,s:f#izD=u2
手伝う,てつだう,提供幫助,JLPT JLPT_N4,s_Pi8jG!6%
なるほど,なるほど,我懂了;我現在明白了,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,b:e%Ujd8JZ
くださる,くださる,（hon。）給予，授予,JLPT JLPT_N4,sPmqOCO=cT
息子,むすこ,（謙虛）兒子,JLPT JLPT_N4,xE%1d@q~=0
お子さん,おこさん,（別人的）孩子（禮貌）,Genki Genki_Ln.19 JLPT JLPT_N4,JfH~5*U.a_
会場,かいじょう,場地，聚會場所,JLPT JLPT_N4,rYhMPU9-hG
笑う,わらう,笑，微笑,JLPT JLPT_N4,y~ow$kbx8M
運ぶ,はこぶ,運輸，攜帶,Genki Genki_Ln.22 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,v9DX2R5H-S
文学,ぶんがく,文學,Genki Genki_Ln.1 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,"lUX,?(3;D]"
光,ひかり,光,JLPT JLPT_N4,qZgkVt9uh<
お見舞い,おみまい,呼喚一個生病的人，訪問,JLPT JLPT_N4,vi}b>#%^FD
席,せき,座位,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,frRhF)UU}W
～様,～さま,夫人，女士,JLPT JLPT_N4,JidByAlQoq
ご存じ,ごぞんじ,知道，熟人,JLPT JLPT_N4,k8%o+}YbEd
下る,さがる,下降，掉落，跌倒,JLPT JLPT_N4,oX|5UGkIW2
字,じ,信;特點,Genki Genki_Ln.20 JLPT JLPT_N4,paD_A<.{(!
アジア,アジア,亞洲,JLPT JLPT_N4,"Q{IM`lB,o7"
褒める,ほめる,讚美；說好話,Genki Genki_Ln.21 JLPT JLPT_N4,!.H?[6|B.
空く,すく,要空（參考人），要少擁擠,JLPT JLPT_N4,fg<?z[S^C:
あ,あ,啊,JLPT JLPT_N4,qc]3W&Jc<m
最も,もっとも,最多,JLPT JLPT_N4,TJ2Lm-F`{
合う,あう,適合，匹配,JLPT JLPT_N4,OAIc&<q]o$
～代,～だい,〜年齡；時期,JLPT JLPT_N4,y4r%$Sls[D
最後,さいご,最後，結束,JLPT JLPT_N4,P^V7$JoB=L
値段,ねだん,價格,JLPT JLPT_N4,E3[j8aN}XJ
退院,たいいんする,離開醫院,JLPT JLPT_N4,E-^*b8-xhX
展覧会,てんらんかい,展覽,JLPT JLPT_N4,PN~#oqMNRx
久しぶり,ひさしぶり,已經很長時間了；很長一段時間以來第一次,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,"J`#Y!H,,<%"
カーテン,カーテン,窗簾,Genki Genki_Ln.18 JLPT JLPT_N4,NFW!?qkYyo
汽車,きしゃ,火車（蒸汽）,JLPT JLPT_N4,KH0a_3!CiN
遅れる,おくれる,要遲到,Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,rDxLnq^]Ph
見つかる,みつかる,要發現（V.I.）,JLPT JLPT_N4,b>m8LlfHOm
召し上がる,めしあがる,- 食べる（たべる）和飲む（のむ）的榮譽形式 -,Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Fa=r1a7`zE
太る,ふとる,增加體重,Genki Genki_Ln.7 JLPT JLPT_N4,BN&?E=z3*H
注射,ちゅうしゃ,注射,JLPT JLPT_N4,lG`+>+=?Os
様,よう,方式，態度，善良,JLPT JLPT_N4,t[MNQO-W6
～おき,～おき,每次〜,JLPT JLPT_N4,ISv;l<*PQR
最初,さいしょ,首先，首先,JLPT JLPT_N4,uJfgbAk&PM
御～,ご～,光榮〜,JLPT JLPT_N4,b?YXE$9w]A
安心,あんしん,安心，放心,JLPT JLPT_N4,C^vt]hY6vW
直る,なおる,要固定,JLPT JLPT_N4,wOi%P<vl?O
集める,あつめる,收集，聚集（V.T.），組裝,Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,OW4zN$vq<h
直す,なおす,糾正（v.t。）;修復,Genki Genki_Ln.16 JLPT JLPT_N4,g9g}aXNY+w
続く,つづく,待續,JLPT JLPT_N4,"I,82^s2,ha"
先輩,せんぱい,高級成員,Genki Genki_Ln.22 JLPT JLPT_N4,iQ7T^oqMw-
約束,やくそく,安排，任命，應許,Genki Genki_Ln.13 JLPT JLPT_N4,gG#1gGEk5+
世話,せわする,照顧照顧,JLPT JLPT_N4,u{y[j%Z9W2
近所,きんじょ,鄰里,JLPT JLPT_N4,hCRlD3m.g(
将来,しょうらい,（將來;前景,Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,y@QKAOSu|U
億,おく,億,JLPT JLPT_N4,iX-FN@Kj?p
数学,すうがく,數學,JLPT JLPT_N4,EO5o6*tgn9
文化,ぶんか,文化,Genki Genki_Ln.19 JLPT JLPT_N4,z%ky|Q={QQ
払う,はらう,支付,Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,i~kIT)jn~k
習慣,しゅうかん,習俗（參考文化）,JLPT JLPT_N4,v)1shr#hf=
焼ける,やける,燃燒，被烤,JLPT JLPT_N4,ws>!BOMOtu
君,きみ,你（非正式的男人）,JLPT JLPT_N4,P|5<lpF.:2
冷える,ひえる,要變冷，冷卻,JLPT JLPT_N4,np-S*rxEi@
点く,つく,要開始，要打開,JLPT JLPT_N4,s+|BHBlyTh
この間,このあいだ,前幾天，最近,Genki Genki_Ln.16 JLPT JLPT_N4,c(L)|Hc$oD
格好,かっこう,外觀，方式，形狀，形式，姿勢,JLPT JLPT_N4,j4zgBW-)uI
かまう,,想到，關心，關心,JLPT JLPT_N4,l%US3Ov|)s
続ける,つづける,繼續，跟上,Genki Genki_Ln.21 JLPT JLPT_N4,Dmf=K4sY#J
落す,おとす,掉落，輸,JLPT JLPT_N4,p0#ZhzpH-}
明日,あす,明天,JLPT JLPT_N4,ITR}TzQQ.H
出発,しゅっぱつする,離開,JLPT JLPT_N4,hH4(GI}wN&
拝見,はいけんする,（謙虛）（禮貌）看，看，看,JLPT JLPT_N4,udBE2Kt)`=
割れる,われる,打破,JLPT JLPT_N4,G?t1hbgS`?
背中,せなか,背部（身體）,JLPT JLPT_N4,hg%3^*8ICS
新聞社,しんぶんしゃ,報紙公司,JLPT JLPT_N4,m^QI_$65r>
いじめる,いじめる,欺負，折磨,Genki Genki_Ln.21 JLPT JLPT_N4,gd&LFipme&
回る、回す,まわる、まわす,四處走動,JLPT JLPT_N4,OXe]%sDun3
～君,～くん,先生（Junior）〜，大師〜,JLPT JLPT_N4,yqGP#fHaRj
おっしゃる,おっしゃる,- 榮譽表達いう-,Genki Genki_Ln.19 JLPT JLPT_N4,Bv6:t/{x_6
眠い,ねむい,困了，昏昏欲睡,Genki Genki_Ln.10 JLPT JLPT_N4,g1)0|I<ucL
濡れる,ぬれる,要弄濕,JLPT JLPT_N4,"n,@-PdsLi~"
倒れる,たおれる,崩潰，分解,JLPT JLPT_N4,k|Od:&*w$$
スーパー (マーケット),スーパー (マーケット),超級市場,JLPT JLPT_N4,DH3_3RD/FB
アクセサリー,アクセサリー,配飾,JLPT JLPT_N4,qvO-&Z#/h
考える,かんがえる,思考（關於）；考慮,Genki Genki_Ln.18 JLPT JLPT_N4,"M,WdgwY$__"
向かう,むかう,面對，去,JLPT JLPT_N4,sLFa<Dk5BC
自由,じゆう,自由,Genki Genki_Ln.22 JLPT JLPT_N4,lFnDZou.7G
仕方,しかた,（做某事）,JLPT JLPT_N4,AM]yYl5eIO
首,くび,脖子,JLPT JLPT_N4,JPecz-JR}]
程,ほど,程度，程度,JLPT JLPT_N4,p%bF6rAi^7
代わり,かわり,替代，更換,JLPT JLPT_N4,rZ#&qP#LLe
失敗,しっぱい,失敗，錯誤,JLPT JLPT_N4,KT@^}h^l+<
工業,こうぎょう,（製造）行業,JLPT JLPT_N4,kLOeCV|5Ly
移る,うつる,搬家（從房子裡）；轉移（從部門）；轉移,JLPT JLPT_N4,EwBssfbpE#
スーツケース,スーツケース,手提箱,JLPT JLPT_N4,z<X.?7YIM*
ひげ,ひげ,鬍鬚,Genki Genki_Ln.17 JLPT JLPT_N4,OC&/lk8Sbt
研究室,けんきゅうしつ,教授辦公室；實驗室,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,C=g-AqnF6#
工場,こうじょう,工廠,Genki Genki_Ln.21 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,zB*.:-`=4j
紹介,しょうかい,介紹,JLPT JLPT_N4,dT=BbRaUvW
けれど; けれども,けれど; けれども,但是，雖然,JLPT JLPT_N4,mDzGR2QZWc
舟,ふね,船，船,JLPT JLPT_N4,"B,m2(2B05a"
動く,うごく,移動,JLPT JLPT_N4,F~}14d`>!6
～(に) ついて,～(に) ついて,關於，關於,JLPT JLPT_N4,"s~K|,g+o=("
コンサート,コンサート,音樂會,Genki Genki_Ln.9 JLPT JLPT_N4,c-Fil]C?m3
虫,むし,昆蟲,JLPT JLPT_N4,gn!@amuoHx
優しい,やさしい,善良（人），溫柔（人），輕鬆（問題）,Genki Genki_Ln.5 JLPT JLPT_N4,gfbdYDbw~Y
コンピュータ; コンピューター,コンピュータ; コンピューター,電腦,JLPT JLPT_N4,i=KlAInS10
植える,うえる,種植,JLPT JLPT_N4,M>_C}7!LEs
両方,りょうほう,雙方，雙方,JLPT JLPT_N4,w+8nx7:F3*
汚れる,よごれる,變得骯髒,JLPT JLPT_N4,yxTJ>uc(`r
水泳,すいえい,游泳,JLPT JLPT_N4,p8o.J&l.y:
経験,けいけんする,經驗,JLPT JLPT_N4,f+zL`Y7buD
勝つ,かつ,贏,JLPT JLPT_N4,vi?&`a{.eH
砂,すな,沙,JLPT JLPT_N4,"v^,Hr#Vg!e"
警察,けいさつ,警察;派出所,Genki Genki_Ln.21 JLPT JLPT_N4,Cqbq5lE;g6
取り替える,とりかえる,交換，更換,JLPT JLPT_N4,fAPL%{p!|p
急ぐ,いそぐ,趕緊著急，著急,Genki Genki_Ln.6 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,C+o)~b82kd
簡単,かんたん,簡單的,JLPT JLPT_N4,oG^L}3iGdF
参る,まいる,行く和來る的謙卑表達,Genki Genki_Ln.20 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,dY_fG(MyTI
全然,ぜんぜん,一點也不;完全，完全,JLPT JLPT_N4,iJGs=<smMr
特別,とくべつ,特別的,JLPT JLPT_N4,w*:rZ|MXHf
復習,ふくしゅう,評論（課程），修訂版,JLPT JLPT_N4,O40vK?08(g
間に合う,まにあう,及時,JLPT JLPT_N4,l3xWb^IMb
役に立つ,やくにたつ,有用，有用,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Bodoj{2=?#
もうすぐ,もうすぐ,很快；片刻之後；天,Genki Genki_Ln.12 JLPT JLPT_N4,cr{2h{c->
真中,まんなか,中間，中間,JLPT JLPT_N4,R5Bu:`G<@
戻る,もどる,返回（v.i。）;回來,Genki Genki_Ln.20 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,g9-rOAl2<k
研究,けんきゅう,研究，研究，調查,JLPT JLPT_N4,"r,JjBHrK!8"
