expression,reading,meaning,tags,guid
生命,せいめい,生活,JLPT JLPT_2 JLPT_3,HfE8+JV[><
整理,せいり,排序，安排,JLPT JLPT_2 JLPT_3,zlHgN/N7&U
咳,せき,咳嗽,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,yQ$e7`wCNr
石炭,せきたん,煤炭,JLPT JLPT_2 JLPT_3,t&C>c}0]R(
責任,せきにん,職責，責任,JLPT JLPT_2 JLPT_3,HKrlH:Fl)i
石油,せきゆ,石油，石油，煤油,JLPT JLPT_2 JLPT_3,"gJm,E%Jb`a"
世間,せけん,世界，社會,JLPT JLPT_2 JLPT_3,pFmc#=7y9*
説,せつ,理論,JLPT JLPT_2 JLPT_3,kNv(nqwBQ3
積極的,せっきょくてき,積極，主動，主動,JLPT JLPT_2 JLPT_3,zQ[EQ]wde[
設計,せっけい,計劃，設計,JLPT JLPT_2 JLPT_3,i>to8js@e$
絶対,ぜったい,絕對沒有失敗，絕對性,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"g,<A9qJmV)"
セット,セット,放,JLPT JLPT_2 JLPT_3,qu4w*^0<Ni
愛,あい,愛,JLPT JLPT_2 JLPT_3,hFW1YrLt0]
相変わらず,あいかわらず,和往常一樣,JLPT JLPT_2 JLPT_3,Ojow^*$or
愛情,あいじょう,愛，感情,JLPT JLPT_2 JLPT_3,Qzcx!}<3R3
合図,あいず,標誌，信號,JLPT JLPT_2 JLPT_3,fU+XD$S~|s
アイスクリーム,アイスクリーム,冰淇淋,JLPT JLPT_2 JLPT_3,NP9A]*VE%:
愛する,あいする,愛,JLPT JLPT_2 JLPT_3,DeM>~uF)IC
相手,あいて,夥伴;收件人;您正在與之交談的人,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M)
あいにく,あいにく,很遺憾,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE
遭う,あう,見面，遇到（不良細微差別）,JLPT JLPT_2 JLPT_3,5(WM8:K%>
アウト,アウト,出去,JLPT JLPT_2 JLPT_3,l:i}>N{A|}
明かり,あかり,燈光，光線（通常）,JLPT JLPT_2 JLPT_3,evqBji16kk
空き,あき,空缺，開放，空間,JLPT JLPT_2 JLPT_3,o4~on{17B&
明らか,あきらか,顯而易見，清晰,JLPT JLPT_2 JLPT_3,xr&[9MdyXM
諦める,あきらめる,放棄，放棄,Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS
飽きる,あきる,厭倦，失去興趣,JLPT JLPT_2 JLPT_3,MTVy#<!xxJ
握手,あくしゅ,握手,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ
悪魔,あくま,魔鬼，惡魔，邪惡精神,JLPT JLPT_2 JLPT_3,gY|8LCMcvD
明ける,あける,黎明，成為日光,JLPT JLPT_2 JLPT_3,QYMAJT+i|R
揚げる,あげる,舉起，炸,JLPT JLPT_2 JLPT_3,kDT9EKS)@x
挙げる,あげる,提高；列出，引用,JLPT JLPT_2 JLPT_3,"GPil,F&M@,"
預かる,あずかる,保留（某人）,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU
預ける,あずける,被拘留，存入,JLPT JLPT_2 JLPT_3,ITjUmdJ?SA
汗,あせ,汗，出汗,JLPT JLPT_2 JLPT_3,L.:p?!w~-_
与える,あたえる,給,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D
温かい,あたたかい,溫暖的,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/
暖まる,あたたまる,熱身,JLPT JLPT_2 JLPT_3,cRMS.07iEY
温まる,あたたまる,溫暖，要溫暖,JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr
暖める,あたためる,溫暖（到某人/某物），加熱（到某人/某物）,JLPT JLPT_2 JLPT_3,c^bO3wi-j`
温める,あたためる,溫暖，加熱,JLPT JLPT_2 JLPT_3,nR%K+*);#2
辺り,あたり,附近附近,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6
当たり前,あたりまえ,通常，常見，顯而易見,JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ"
当たる,あたる,受到打擊，成功,JLPT JLPT_2 JLPT_3,c~5${Vgwlg
あちこち,あちこち,這里和那裡,JLPT JLPT_2 JLPT_3,zllf&_UO$c
扱う,あつかう,治療，處理，處理,Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA"
集まり,あつまり,聚會，會議，收集,JLPT JLPT_2 JLPT_3,jBK/@[g6Hm
当てる,あてる,擊中;申請,JLPT JLPT_2 JLPT_3,z-r@1e!?]p
跡,あと,痕跡;遺跡;瘢痕,JLPT JLPT_2 JLPT_3,q{EbQ0$xa;
穴,あな,洞,JLPT JLPT_2 JLPT_3,J_{zaxL58i
油,あぶら,油,JLPT JLPT_2 JLPT_3,h++g*X+)DT
脂,あぶら,胖的,JLPT JLPT_2 JLPT_3,yaI6J=&24M
誤り,あやまり,錯誤,JLPT JLPT_2 JLPT_3,Q&O=zHLH43
粗,あら,缺陷，缺陷，故障,JLPT JLPT_2 JLPT_3,uo3L]S3}+n
嵐,あらし,風暴,JLPT JLPT_2 JLPT_3,"x>[,-C/.7:"
争う,あらそう,爭議，爭論，戰鬥,JLPT JLPT_2 JLPT_3,gCt~zB/0M*
新た,あらた,新，新鮮,JLPT JLPT_2 JLPT_3,vUk>5+m4>^
あらゆる,あらゆる,全部，每個,JLPT JLPT_2 JLPT_3,fRH=B?!]8k
表す,あらわす,表達，顯示,JLPT JLPT_2 JLPT_3,J4D9:Mg)~^
現す,あらわす,展示，出現，揭示,JLPT JLPT_2 JLPT_3,"J};,Fjv6&g"
著す,あらわす,寫，發布,JLPT JLPT_2 JLPT_3,A}kQPl<:b_
現れ,あらわれ,表達，指示，符號,JLPT JLPT_2 JLPT_3,wIR$)+P>p)
現れる,あらわれる,出現（v.i。），變得可見；表達,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,uNu]Gn1cS@
ありがとう,ありがとう,謝謝,JLPT JLPT_2 JLPT_3,"BCk,]QT,C;"
在る; 有る,ある,活著，存在,JLPT JLPT_2 JLPT_3,ugXsXN3GZ/
或,ある,一定...，有些...,JLPT JLPT_2 JLPT_3,fPA~S.(r2^
あるいは,あるいは,或者，也許,JLPT JLPT_2 JLPT_3,GpvtMObv5I
アルバム,アルバム,專輯,JLPT JLPT_2 JLPT_3,LY~;26p.Bn
泡,あわ,泡沫，泡沫,JLPT JLPT_2 JLPT_3,xuN<Cc$=0q
合わせる,あわせる,結合,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,I=R#`?=:d[
慌てる,あわてる,變得困惑，恐慌,JLPT JLPT_2 JLPT_3,QKvMMW7GPN
哀れ,あわれ,無助，可悲，可悲,JLPT JLPT_2 JLPT_3,Di(vg]NB]7
案,あん,計劃，計劃，建議,JLPT JLPT_2 JLPT_3,wa#Lw#FwSj
案外,あんがい,不料,JLPT JLPT_2 JLPT_3,c{:][-]9cx
暗記,あんき,記憶，內心學習,JLPT JLPT_2 JLPT_3,J|(sO>=G;)
安定,あんてい,穩定性，平衡,JLPT JLPT_2 JLPT_3,tq=A(a}mBR
あんなに,あんなに,在這個程度上,JLPT JLPT_2 JLPT_3,qL7ozV1EL!
あんまり,あんまり,不是很少,JLPT JLPT_2 JLPT_3,nQM2*X0Uly
胃,い,胃,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,J;|<l]nldO
委員,いいん,委員,JLPT JLPT_2 JLPT_3,"yw,e]%D0#"
意外,いがい,意外，令人驚訝,JLPT JLPT_2 JLPT_3,w~HVZz5(Yv
行き,いき,去,JLPT JLPT_2 JLPT_3,sv:5&WPn~-
行き,ゆき,去,JLPT JLPT_2 JLPT_3,Qo3!wH.:.8
息,いき,氣息,JLPT JLPT_2 JLPT_3,Mg6)U{FFzO
勢い,いきおい,力量，活力，動力,JLPT JLPT_2 JLPT_3,b/)jjg52IA
生き物,いきもの,生物，生物,JLPT JLPT_2 JLPT_3,cJD+|G`QOg
いけない,いけない,一定不能做，不好，錯了,JLPT JLPT_2 JLPT_3,rH~_kL3NSH
医師,いし,醫生，醫生,JLPT JLPT_2 JLPT_3,L]3urgx$u7
意思,いし,意圖，目的,JLPT JLPT_2 JLPT_3,GeK4#dpi2R
意志,いし,意志,JLPT JLPT_2 JLPT_3,F^=nB=4_Bt
維持,いじ,維護，保存,JLPT JLPT_2 JLPT_3,NkxQSQGjpb
意識,いしき,意識，感官,JLPT JLPT_2 JLPT_3,B.j@@N??C@
異常,いじょう,陌生，異常，混亂,JLPT JLPT_2 JLPT_3,O08lYk-IK<
意地悪,いじわる,惡意，卑鄙，不友善,JLPT JLPT_2 JLPT_3,Q2_n%:>L!6
泉,いずみ,春天，噴泉,JLPT JLPT_2 JLPT_3,l*ms=cUi*A
いずれ,いずれ,在哪裡，誰，誰,JLPT JLPT_2 JLPT_3,tyll~{/>;}
以前,いぜん,在過去;前,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,vzioeTDgh&
板,いた,木板，木板,JLPT JLPT_2 JLPT_3,rTsp9B=&#y
偉大,いだい,偉大,JLPT JLPT_2 JLPT_3,Dj58mSmcXd
抱く,いだく,持有（v.t。）（書面表達），擁抱，寄予,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,bnBW}<VC5Y
いたずら,いたずら,技巧，實用的笑話,JLPT JLPT_2 JLPT_3,GffoWqmg)Q
いただきます,いただきます,進餐前的感激表達,JLPT JLPT_2 JLPT_3,jhTihku]b|
痛み,いたみ,疼痛，疼痛，酸痛,JLPT JLPT_2 JLPT_3,fCH])@V^N}
至る,いたる,來，到達,JLPT JLPT_2 JLPT_3,go_hN=pqmn
市,いち,市場，公平,JLPT_1 JLPT JLPT_2 JLPT_3,b}j[=OS2%d
位置,いち,位置，位置,JLPT JLPT_2 JLPT_3,rRL{bp[klU
一時,いちじ,一段時間，暫時,JLPT JLPT_2 JLPT_3,rZn?lv+;:4
一度に,いちどに,一下子,JLPT JLPT_2 JLPT_3,AK)V=Yq3mS
市場,いちば,市場，集市,JLPT JLPT_2 JLPT_3,DBqN2uJ#li
いつか,いつか,有一天，有一天,JLPT JLPT_2 JLPT_3,FR_y9u}n#<
一家,いっか,家庭，氏族,JLPT JLPT_2 JLPT_3,l/wm^:qD$x
一種,いっしゅ,一種物種，一種，一種,JLPT JLPT_2 JLPT_3,sn._eGR[}-
一瞬,いっしゅん,片刻，瞬間,JLPT JLPT_2 JLPT_3,Qq!{_/r0wa
一生,いっしょう,整個人生,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,AtHZ6K9AwM
一層,いっそう,更多，更多,JLPT JLPT_2 JLPT_3,CjCbT!QO~}
一体,いったい,一個對象；身體;到底是什麼？一般來說,JLPT JLPT_2 JLPT_3,K?hP0<cU>&
一致,いっち,協議;一致性,JLPT JLPT_2 JLPT_3,ysxIQslQyD
いつでも,いつでも,（at）任何時候，總是,JLPT JLPT_2 JLPT_3,N>sX%eJi!w
いつのまにか,いつのまにか,在知道之前,JLPT JLPT_2 JLPT_3,D<V5f@i{!T
一般,いっぱん,一般，平均,JLPT JLPT_2 JLPT_3,mhggl5@LT?
一方,いっぽう,另一方面;同時,JLPT JLPT_2 JLPT_3,ta7h-#VP%b
いつまでも,いつまでも,永遠，永遠，永遠,JLPT JLPT_2 JLPT_3,r@zE/Lc+82
移動,いどう,遷移，運動,JLPT JLPT_2 JLPT_3,yz:o#%V|;@
従兄弟,いとこ,表弟（男）,JLPT JLPT_2 JLPT_3,CcBJPKt<s5
従姉妹,いとこ,表弟（女）,JLPT JLPT_2 JLPT_3,s78r`;/ON~
稲,いね,水稻植物,JLPT JLPT_2 JLPT_3,HQD[kKI--m
居眠り,いねむり,打zing，點頭,JLPT JLPT_2 JLPT_3,p&}.agckN6
命,いのち,生活,JLPT JLPT_2 JLPT_3,"z7V@a,~`Re"
違反,いはん,違反（法律），侵權,JLPT JLPT_2 JLPT_3,jOqAs(GP-H
衣服,いふく,衣服,JLPT JLPT_2 JLPT_3,pHoA66%Mk&
居間,いま,客廳,JLPT JLPT_2 JLPT_3,G/@=.gt:M?
今に,いまに,不久，很快,JLPT JLPT_2 JLPT_3,E1NlCS5^&;
今にも,いまにも,任何時候，很快,JLPT JLPT_2 JLPT_3,Kiwg*7Fayc
イメージ,イメージ,一個人的形象,JLPT JLPT_2 JLPT_3,m5PWtQuC8
否,いや,不，Noes,JLPT JLPT_2 JLPT_3,t%b|d?y!x;
以来,いらい,從此開始,JLPT JLPT_2 JLPT_3,wKMM5>=Rhf
依頼,いらい,要求;依賴,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"A,;GX*Z1pN"
いらいら,いらいら,變得緊張，刺激,JLPT JLPT_2 JLPT_3,cX)s!En;S_
いらっしゃい,いらっしゃい,歡迎,JLPT JLPT_2 JLPT_3,c2%8d/UU0k
医療,いりょう,醫療，醫療,JLPT JLPT_2 JLPT_3,kJzii8E*wG
岩,いわ,岩石,JLPT JLPT_2 JLPT_3,G|eL<b]=]q
祝い,いわい,慶祝活動，節日,JLPT JLPT_2 JLPT_3,GZfmX5Jx8(
祝う,いわう,祝賀，慶祝,JLPT JLPT_2 JLPT_3,X@UPs?&].
言わば,いわば,可以這麼說,JLPT JLPT_2 JLPT_3,ISB~|Yz?TD
いわゆる,いわゆる,所謂的說話,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pIL=hHO-Je
インク,インク,墨水,JLPT JLPT_2 JLPT_3,q1l^_2FS@C
印刷,いんさつ,印刷,JLPT JLPT_2 JLPT_3,M!0uun/z}U
印象,いんしょう,印象,JLPT JLPT_2 JLPT_3,Q*RbG8|1@p
引退,いんたい,退休,JLPT JLPT_2 JLPT_3,CiE>>/IlUa
インタビュー,インタビュー,面試,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,Lr#jpXZo&{
引用,いんよう,引用，引用,JLPT JLPT_2 JLPT_3,mgmTGyy@R!
ウイスキー,ウイスキー,威士忌酒,JLPT JLPT_2 JLPT_3,pU);qhPs)v
上,うわ,上，外表面,JLPT JLPT_2 JLPT_3,Alx@.Upj.V
魚,うお,魚,JLPT JLPT_2 JLPT_3,"OhV1B,p7lY"
うがい,うがい,垃圾,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,k@]kPJW~yl
受け取る,うけとる,接受，獲得，接受,JLPT JLPT_2 JLPT_3,"Jr/,h++/bg"
動かす,うごかす,移動，移動,JLPT JLPT_2 JLPT_3,NB>1{PM|;}
兎,うさぎ,兔子，野兔,JLPT JLPT_2 JLPT_3,"fu:N<z:T,%"
牛,うし,牛，牛,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,f~4k*~tyLI
失う,うしなう,輸掉，分開,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pYDJ7QMJY3
疑う,うたがう,懷疑，不信任,JLPT JLPT_2 JLPT_3,rNjW1$Ny&Q
宇宙,うちゅう,宇宙，宇宙，空間,JLPT JLPT_2 JLPT_3,z$:a2a^Sj:
討つ,うつ,攻擊，報仇,JLPT JLPT_2 JLPT_3,PyYz(3~uk@
撃つ,うつ,進攻，射擊,JLPT JLPT_2 JLPT_3,E~&l5[EXS/
うっかり,うっかり,粗心無意中,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,e}eZDDJ?#=
映す,うつす,投影，反思，投射（陰影）,JLPT JLPT_2 JLPT_3,v%$=^xk|L|
訴える,うったえる,抱怨，呼籲，起訴（一個人）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,q3vDC2@R>l
写る,うつる,被拍照，投影,JLPT JLPT_2 JLPT_3,CI<Sr}lwt|
映る,うつる,被反映，出來（照片）,JLPT JLPT_2 JLPT_3,b:A%=5OyPu
うなる,うなる,吟，mo吟,JLPT JLPT_2 JLPT_3,s+o0tk>SxK
奪う,うばう,搶劫，剝奪,JLPT JLPT_2 JLPT_3,wyO.=2:4&2
馬,うま,馬;促進主教（以日本國際象棋稱為shogi）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,I-Qwz&8r5B
生まれ,うまれ,出生，出生地,JLPT JLPT_2 JLPT_3,deVvQ9]dKk
有無,うむ,是或否，存在或不存在,JLPT JLPT_2 JLPT_3,q6A?^f?DMI
梅,うめ,李子，最低（三層排名系統的最低）,JLPT JLPT_2 JLPT_3,unQPf%DK.[
埋める,うめる,埋葬，填充，填充（座位，空置位置）,JLPT JLPT_2 JLPT_3,wtEE639hh4
裏切る,うらぎる,背叛，變成叛徒,JLPT JLPT_2 JLPT_3,hCN[eLWk|~
羨ましい,うらやましい,嫉妒，令人羨慕,JLPT JLPT_2 JLPT_3,P/?}=]sJqp
売れる,うれる,要出售,JLPT JLPT_2 JLPT_3,"wjQK4P,#&y"
噂,うわさ,謠言，八卦,JLPT JLPT_2 JLPT_3,iJw30XJ732
運,うん,運氣,JLPT JLPT_2 JLPT_3,"niW>.BR,WX"
運転,うんてん,操作，駕駛,JLPT JLPT_2 JLPT_3,x@0Upz+IK7
柄,え,手柄（劍，匕首等），握住,JLPT_1 JLPT JLPT_2 JLPT_3,vAFwXg-!s2
永遠,えいえん,永恆，永生，永生,JLPT JLPT_2 JLPT_3,DxPif#CAiw
永久,えいきゅう,永恆，永生，永生,JLPT JLPT_2 JLPT_3,"H2N,Hwk+O>"
影響,えいきょう,影響，效果,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,xzq]$1i3z}
営業,えいぎょう,業務，貿易，管理,JLPT JLPT_2 JLPT_3,xesLH`A]]j
衛星,えいせい,衛星,JLPT_1 JLPT JLPT_2 JLPT_3,mODPl+GnJ<
栄養,えいよう,營養，營養,JLPT JLPT_2 JLPT_3,D*<eW1UGaQ
笑顔,えがお,微笑（在臉上）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"ck|m~NB,1+"
描く,えがく,畫，描述，描述,JLPT JLPT_2 JLPT_3,A%|&4/hW0O
餌,えさ,飼料，誘餌,JLPT JLPT_2 JLPT_3,kFT)$ftn@z
エネルギー,エネルギー,能量（GER：ENERGIE）,JLPT JLPT_2 JLPT_3,z36oBXl-RE
得る,える,獲得，獲獎，贏，學習,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,v$jA3Lrsi]
得る,うる,獲得，獲取，獲勝,JLPT JLPT_2 JLPT_3,sT#y1FGTc!
円,えん,圓，日元,JLPT JLPT_2 JLPT_3,lsb6<icN4?
延期,えんき,推遲，休會,JLPT JLPT_2 JLPT_3,DUXFS%Wd#v
演技,えんぎ,表演，表現,JLPT JLPT_2 JLPT_3,IH<gd>zmOh
援助,えんじょ,協助，援助，支持,JLPT JLPT_2 JLPT_3,h`{I^&2VL&
エンジン,エンジン,引擎,JLPT JLPT_2 JLPT_3,qw.wG*b!Qa
演説,えんぜつ,語音，地址,JLPT JLPT_2 JLPT_3,ubLUzysT08
演奏,えんそう,音樂表演,JLPT JLPT_2 JLPT_3,G9]&KRGi[P
老い,おい,老年人,JLPT JLPT_2 JLPT_3,"Hz1%S/^$?,"
追い付く,おいつく,超越，趕上（與）,JLPT JLPT_2 JLPT_3,g{~7a$v2sm
王,おう,國王,JLPT JLPT_2 JLPT_3,k#_<4ay=~G
追う,おう,追逐，追趕,JLPT JLPT_2 JLPT_3,x%>16|CvCA
応援,おうえん,援助，幫助，幫助,JLPT JLPT_2 JLPT_3,NDS^Ak)|LB
王様,おうさま,國王,JLPT JLPT_2 JLPT_3,nKPemrJ_V5
王子,おうじ,王子,JLPT JLPT_2 JLPT_3,"L`,J_WL+]h"
応じる,おうじる,適應，回應，遵守,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"xK:s,vBFc7"
横断,おうだん,交叉,JLPT JLPT_2 JLPT_3,z/T^y6%uiO
終える,おえる,完成,JLPT JLPT_2 JLPT_3,"hO,Zn$Rx<F"
大いに,おおいに,很多，相當大（與大変（たいへん）相同），很大,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fVz%iJ3-E?
覆う,おおう,掩蓋，躲藏，隱藏,JLPT JLPT_2 JLPT_3,Lm%oB!j+E)
大家,おおや,房東,JLPT JLPT_2 JLPT_3,gc9}{t}#g|
丘,おか,山，高度,JLPT JLPT_2 JLPT_3,j@=CkW8>0!
沖,おき,外海,JLPT JLPT_2 JLPT_3,d?Pt2wu__v
奥,おく,內部，內部,JLPT JLPT_2 JLPT_3,V}(}>#0tD
贈る,おくる,呈現，給予，授予,JLPT JLPT_2 JLPT_3,rV3X4}6{nQ
起こる,おこる,發生，發生,JLPT JLPT_2 JLPT_3,jY1}sGq4X}
押える,おさえる,停止，克制，壓下,JLPT JLPT_2 JLPT_3,Om1hU>MYS0
幼い,おさない,很小，幼稚,JLPT JLPT_2 JLPT_3,uA[`]K&k.D
収める,おさめる,存儲付款，供應,JLPT JLPT_2 JLPT_3,jL2$>p8($[
納める,おさめる,存儲付款，供應,JLPT JLPT_2 JLPT_3,I#wxPQAM&H
治める,おさめる,管理，管理；征服,JLPT JLPT_2 JLPT_3,Groy5Mh=b[
お辞儀,おじぎ,弓,JLPT JLPT_2 JLPT_3,N&e8jCT!9`
お洒落,おしゃれ,穿著巧妙的時尚意識,JLPT JLPT_2 JLPT_3,q1.@7#(;?<
お喋り,おしゃべり,chat不休，說話,JLPT JLPT_2 JLPT_3,J0fhZBKfSu
汚染,おせん,污染，污染,JLPT JLPT_2 JLPT_3,I?+Cu[l]f]
恐らく,おそらく,也許,JLPT JLPT_2 JLPT_3,kL/tl<Mv0J
恐れる,おそれる,害怕，害怕,JLPT JLPT_2 JLPT_3,x;Xt$GbU:n
恐ろしい,おそろしい,可怕，可怕,JLPT JLPT_2 JLPT_3,JGyLnws+gz
教わる,おそわる,被教,JLPT JLPT_2 JLPT_3,"j.|V-R,hM8"
お互い,おたがい,相互互惠，彼此,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,"I%(y!,oeu|"
穏やか,おだやか,冷靜，溫柔，安靜,JLPT JLPT_2 JLPT_3,iQhH7HaHk_
男の人,おとこのひと,男人,JLPT JLPT_3 JLPT_2 Genki_Ln.7 Genki,Bqnqcw;5C8
大人しい,おとなしい,服從，溫順，安靜,JLPT JLPT_2 JLPT_3,NiKO$K>WA9
劣る,おとる,落後於,JLPT JLPT_2 JLPT_3,Kb0v_SukC>
鬼,おに,Ogre，惡魔，“ IT”（例如，在標籤遊戲中）,JLPT JLPT_2 JLPT_3,Ewa5_MZt)z
帯,おび,樂隊，腰帶,JLPT JLPT_2 JLPT_3,x^<)4<JIn8
お昼,おひる,午餐，中午,JLPT JLPT_2 JLPT_3,"QU,c7/WKET"
オフィス,オフィス,辦公室,JLPT JLPT_2 JLPT_3,t+v1qGjm`2
溺れる,おぼれる,被淹死，沉迷於,JLPT JLPT_2 JLPT_3,L6mI#frmDD
お前,おまえ,您（唱歌），存在（高人物）,JLPT JLPT_2 JLPT_3,kiGe-uw>iW
おめでとう,おめでとう,恭喜！ ，一個吉祥的場合！,JLPT JLPT_2 JLPT_3,IjwH:94kN^
お目に掛かる,おめにかかる,遇見〜，看〜,JLPT JLPT_2 JLPT_3,O[qSUns&-f
思い付く,おもいつく,想到，打擊,JLPT JLPT_2 JLPT_3,phC=E!Uzsp
思い出,おもいで,回憶，回憶，回憶,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,C>r<Y|QfhA
主に,おもに,主要是，主要是,JLPT JLPT_2 JLPT_3,KJv^Ck6t)-
思わず,おもわず,無意，自發,JLPT JLPT_2 JLPT_3,mqEM$vUJ]Z
泳ぎ,およぎ,游泳,JLPT JLPT_2 JLPT_3,p%YEcD<#qK
およそ,およそ,大約是大約,JLPT JLPT_2 JLPT_3,cmb!OC{1dV
及ぼす,およぼす,施加，引起鍛煉,JLPT JLPT_2 JLPT_3,lC%7ty:^eB
下す,おろす,降低，放下,JLPT JLPT_2 JLPT_3,JRZI*AHd)D
降ろす,おろす,取下，啟動，丟棄,JLPT JLPT_2 JLPT_3,PQD_mXy>W.
卸す,おろす,出售批發，磨碎的（蔬菜）,JLPT JLPT_2 JLPT_3,GT*kAh$cd0
音,おん,聲音，請注意,JLPT JLPT_2 JLPT_3,gkN]*wY]?s
恩,おん,偏愛，義務，感激之情,JLPT JLPT_2 JLPT_3,"A4Iq0-B@,;"
温暖,おんだん,溫暖,JLPT JLPT_2 JLPT_3,N&n<_QP1.Q
温度,おんど,溫度,JLPT JLPT_2 JLPT_3,NA1Ge#l-~k
可,か,可通過,JLPT JLPT_2 JLPT_3,l:l&EInHym
蚊,か,蚊子,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,j=4=()Uwi2
課,か,部門部,JLPT JLPT_2 JLPT_3,QQ1!.:!+a[
カー,カー,車,JLPT JLPT_2 JLPT_3,o!p+_Rb<h*
カード,カード,卡，凝乳,JLPT JLPT_2 JLPT_3,"F,Np^@m5hi"
貝,かい,貝殼，貝類,JLPT JLPT_2 JLPT_3,HNd6/BU{>X
害,がい,傷害，損害,JLPT JLPT_2 JLPT_3,g|Fzqe^$7$
会員,かいいん,會員，會員,JLPT JLPT_2 JLPT_3,li]JQ4<Kd[
絵画,かいが,圖片，繪畫,JLPT JLPT_2 JLPT_3,emKUHOyrV`
海外,かいがい,外國，國外，海外,JLPT JLPT_2 JLPT_3,qq4=IgxkU<
会計,かいけい,帳戶，財務,JLPT JLPT_2 JLPT_3,bX?OL%f/L+
解決,かいけつ,解決，解決方案，解決方案,JLPT JLPT_2 JLPT_3,rmn(v?B?3g
会合,かいごう,會議，集會,JLPT JLPT_2 JLPT_3,f9BQ|i/j|}
外交,がいこう,外交,JLPT JLPT_2 JLPT_3,A]90<@ohwE
開始,かいし,開始，開始，開始,JLPT JLPT_2 JLPT_3,qgkolirBJK
解釈,かいしゃく,解釋，解釋,JLPT JLPT_2 JLPT_3,Ih/AkEg/|E
外出,がいしゅつ,郊遊，出去,JLPT JLPT_2 JLPT_3,Ol@%UFQ/rD
改善,かいぜん,改進，改進,JLPT JLPT_2 JLPT_3,fv+>GYURp:
快適,かいてき,愉快，很愉快,JLPT JLPT_2 JLPT_3,Bh^`k;OTy|
回復,かいふく,恢復（疾病），康復，修復,JLPT JLPT_2 JLPT_3,wc6OB#:n9.
飼う,かう,保持；擁有（寵物）；提高；餵食,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,wfURRt4tC[
帰す,かえす,寄回,JLPT JLPT_2 JLPT_3,LZ<.!]FC|8
代える,かえる,交換，交換，替代,JLPT JLPT_2 JLPT_3,Ccj6!`~jPu
替える,かえる,交換，交換，替代,JLPT JLPT_2 JLPT_3,"Fv2F,v+u]8"
換える,かえる,交換，交換，替代,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,mmtj;wD(Zd
反る,かえる,要經扭曲，扭曲，彎曲,JLPT JLPT_2 JLPT_3,"vDLMxa,sN/"
