expression,reading,meaning,tags,guid
国,くに,國家;產地,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,qu43})1T{b
曇り,くもり,多雲，多雲的天氣,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"J%t?_,0ZZ)"
曇る,くもる,變得多雲，變得昏暗,JLPT JLPT_5 JLPT_N5,h68<#-5u4*
暗い,くらい,黑暗，陰暗,JLPT JLPT_3 JLPT_5 JLPT_N5,l[W6inIL/c
～くらい; ぐらい,～くらい; ぐらい,大約（數量）,JLPT JLPT_5 JLPT_N5,i|aE4l1U6h
クラス,クラス,一堂課,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,I|[#&/BoM*
グラム,グラム,克,JLPT JLPT_5 JLPT_N5,wf@~Kdx9Mo
来る,くる,來,JLPT JLPT_5 JLPT_N5,t8%I(!NKuq
車,くるま,汽車，車輛,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,Dp50G3U@L=
黒,くろ,黑色的,JLPT JLPT_5 JLPT_N5,eM3bqzySWE
黒い,くろい,黑色的;黑暗的,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,y`TB7E}KvC
警官,けいかん,警官,JLPT JLPT_5 JLPT_N5,r|k<lg[-^X
今朝,けさ,今晨,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ojh!YT%>_O
消す,けす,擦除，刪除，關閉電源,JLPT JLPT_5 JLPT_N5,kyBQ8>]kOz
結構,けっこう,燦爛;足夠容忍,JLPT JLPT_3 JLPT_5 JLPT_N5,OhYc[d+;sX
結婚,けっこん (する),婚姻（結婚）,JLPT JLPT_5 JLPT_N5,yoFb9mQ>xx
月曜日,げつようび,週一,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,py]#+qmS;#
玄関,げんかん,入口（到房屋或建築物）,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_4 JLPT_5 JLPT_N5,nzna3U1d%4
元気,げんき,健康（Y），充滿活力,JLPT JLPT_5 JLPT_N5,C6oDoveAM%
～個,～こ,小物品的櫃檯（例如水果，杯子）,JLPT JLPT_2 JLPT_5 JLPT_N5,"L)v,!KJ|+1"
五,ご,五,JLPT JLPT_3 JLPT_5 JLPT_N5,CPX]&C<[AA
～語,～ご,單詞，語言,JLPT JLPT_5 JLPT_N5,OS-NJNma:q
公園,こうえん,公園,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"I!nU=ub,Sv"
交差点,こうさてん,路口,JLPT JLPT_5 JLPT_N5,fB2Ek#M/vd
紅茶,こうちゃ,紅茶,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,k->[;qN`>7
交番,こうばん,警察箱,JLPT JLPT_5 JLPT_N5,Opg/[%q+N8
声,こえ,嗓音,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,In/Jo>[]?<
コート,コート,外套;法院（例如網球）,JLPT JLPT_5 JLPT_N5,"e4scbA,t~J"
コーヒー,コーヒー,咖啡,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,d<P1^SSa-:
ここ,ここ,在這裡，這個地方,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,Lq)wtpkam*
午後,ごご,下午，下午,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,C_ZC&#?>G!
九日,ここのか,九天；每月的第九天,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,l7hYJ[~^44
九つ,ここのつ,九件事,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,DvF}1X8pH=
午前,ごぜん,早上，上午,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,ue~BwANA9n
答える,こたえる,回答，回复,JLPT JLPT_5 JLPT_N5,x<$h-)|1km
こちら,こちら,這個人（禮貌）；這種方式（禮貌）,Genki Genki_Ln.11 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A^:pzWeFGD
こっち,こっち,這個人；這個方向；這一面,JLPT JLPT_4 JLPT_5 JLPT_N5,KZ(~KRGBCG
コップ,コップ,不倒翁；玻璃,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,fS_r5k@$Y6
今年,ことし,今年,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,F4V9w7@Age
言葉,ことば,語言;字）;表達,Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,EWtR7eO/R4
子供,こども,孩子們）,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,CU[{wZ(D{$
この,この,這,JLPT JLPT_3 JLPT_5 JLPT_N5,pPsd:zD9O?
御飯,ごはん,米（煮熟）；一頓飯,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,biiyLkNokP
コピーする,コピーする,複製,JLPT JLPT_3 JLPT_5 JLPT_N5,pIfdJ-gQ=x
困る,こまる,困擾，遇到困難,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,QJ1l#P3oS5
これ,これ,這個,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,CY7%/#&PC;
～ころ; ～ごろ,～ころ; ～ごろ,關於，大約（時間）,JLPT JLPT_5 JLPT_N5,ygFZGug3gm
今月,こんげつ,本月,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,m1R02~~j[
今週,こんしゅう,本星期,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,DK9g?(!36`
こんな,こんな,這樣，這樣,JLPT JLPT_5 JLPT_N5,DuEU98EMih
今晩,こんばん,今晚，今晚,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,F3};?W>+5Y
さあ,さあ,現在來,JLPT JLPT_5 JLPT_N5,Ag`@=t><OI
～歳,～さい,〜歲,JLPT JLPT_2 JLPT_5 JLPT_N5,yIt4LQzbb!
財布,さいふ,錢包,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xwbRMO4c<;
魚,さかな,魚,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,zzI@?Uq@Z[
先,さき,未來;最近，以前,JLPT JLPT_5 JLPT_N5,tGm0X7=@hF
咲く,さく,綻放,Genki Genki_Ln.18 JLPT JLPT_3 JLPT_5 JLPT_N5,F>Pt~gStbR
作文,さくぶん,散文;作品,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,fOn$od$Eoc
差す,さす,舉起（伸出）手，抬起（例如，傘）,JLPT JLPT_3 JLPT_5 JLPT_N5,b|c|&{UKxH
～冊,～さつ,櫃檯書籍,JLPT JLPT_5 JLPT_N5,DJ:3n{-XN%
雑誌,ざっし,雜誌，日記,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_5 JLPT_N5,gVzfIhXfBF
砂糖,さとう,糖,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,M]8mQGX#}E
寒い,さむい,冷（參考天氣）,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,x@[mMxA?Z}
さ来年,さらいねん,接下來的一年,JLPT JLPT_5 JLPT_N5,C4/Z2oi:V>
～さん,～さん,〜先生，〜女士,JLPT JLPT_2 JLPT_5 JLPT_N5,i|L#.MVmNG
三,さん,三,JLPT JLPT_5 JLPT_N5,jB}%X}YQ)P
散歩,さんぽ (する),步行，漫步,JLPT JLPT_3 JLPT_5 JLPT_N5,C7E%FY>8|T
四,し,四個,JLPT JLPT_3 JLPT_5 JLPT_N5,q%G#*K^0R+
～時,～じ,〜o'Clock（時間）,JLPT JLPT_1 JLPT_5 JLPT_N5,m]7PVW-h[^
塩,しお,鹽,JLPT JLPT_5 JLPT_N5,mQXb>=tTk}
しかし,しかし,然而;但,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,g2(en9wt=#
時間,じかん,時間,Genki Genki_Ln.14 JLPT JLPT_2 JLPT_5 JLPT_N5,rl<d#jP#zf
～時間,～じかん,〜小時,JLPT JLPT_5 JLPT_N5,PfD-$$uDhD
仕事,しごと,工作，工作，職業，就業,Genki Genki_Ln.1 Genki_Ln.8 JLPT JLPT_5 JLPT_N5,BpR$XStq*~
辞書,じしょ,字典,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Ls?+XP<x!7
静か,しずか,安靜，平靜,JLPT JLPT_5 JLPT_N5,P>BDZl[pK4
下,した,在下面，下方，下方,JLPT JLPT_3 JLPT_5 JLPT_N5,j8V7%&V*V9
七,しち,七,JLPT JLPT_3 JLPT_5 JLPT_N5,d9Ei.i(]l3
質問,しつもん,問題，詢問,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,hbG&tzjk([
自転車,じてんしゃ,自行車,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,cQ/jE!IBMW
自動車,じどうしゃ,汽車,JLPT JLPT_5 JLPT_N5,s>B81r@vvP
死ぬ,しぬ,死,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,DTv8zMSE:A
字引,じびき,字典,JLPT JLPT_5 JLPT_N5,"q(KV,tLbs@"
自分,じぶん,我自己，自己,Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,PVgO:!yY%&
閉まる,しまる,關閉，關閉,JLPT JLPT_5 JLPT_N5,gcQz%z-FEM
閉める,しめる,關閉，關閉,JLPT JLPT_3 JLPT_5 JLPT_N5,gf.^6?5[K1
締める,しめる,領帶，固定，擰緊,JLPT JLPT_3 JLPT_5 JLPT_N5,zslBUbe/:)
じゃ; じゃあ,じゃ; じゃあ,好吧，那,JLPT JLPT_3 JLPT_5 JLPT_N5,I*;H$6{i?j
写真,しゃしん,圖片；照片,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,uE&XA7mYm9
シャツ,シャツ,襯衫,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,ubVcrQ$8%@
シャワー,シャワー,淋浴,JLPT JLPT_5 JLPT_N5,op46S^HFU7
十,じゅう,十,JLPT JLPT_3 JLPT_5 JLPT_N5,t#RE}A*?;i
～中,～じゅう,在期間,JLPT JLPT_2 JLPT_5 JLPT_N5,GjJjAMMc<N
～週間,～しゅうかん,〜週,JLPT JLPT_5 JLPT_N5,B5/n=cEC&j
授業,じゅぎょう,一堂課,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,In^9^.q{~0
宿題,しゅくだい,家庭作業,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,PE;OT+iIoY
上手,じょうず,擅長,JLPT JLPT_5 JLPT_N5,zE7uPe$TPk
丈夫,じょうぶ,堅固，堅固，耐用,JLPT JLPT_5 JLPT_N5,"rzxPYrs,=L"
醤油,しょうゆ,醬油,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,Cx=6Q3yGAf
食堂,しょくどう,自助餐廳，餐廳,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,q/e+PknS.X
知る,しる,知道，了解,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,jmoS>4h`&Q
白,しろ,白色的,JLPT JLPT_3 JLPT_5 JLPT_N5,?4vV_taj)
白い,しろい,白色的,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,yL-#%FMe~@
～人,～じん,人民的櫃檯,JLPT JLPT_5 JLPT_N5,cRB`piJTT=
新聞,しんぶん,報紙,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,u)<uacY_Qa
水曜日,すいようび,週三,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,kl%)(*`5]a
吸う,すう,呼吸，吮吸,JLPT JLPT_3 JLPT_5 JLPT_N5,wwi3CXCv2|
スカート,スカート,裙子,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,NE$eFg+K&Y
好き,すき,喜歡，喜愛，愛,JLPT JLPT_5 JLPT_N5,B}kz{&9>=0
～すぎ,～すぎ,過去的;超過〜太多,JLPT JLPT_5 JLPT_N5,D/A*oT1;-^
少ない,すくない,一點;幾個,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,O}E#|bt5>=
すぐに,すぐに,立即，很快,JLPT JLPT_5 JLPT_N5,c+_z#9>We^
少し,すこし,很少，很少,Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,LEWblI/l<)
涼しい,すずしい,涼爽，令人耳目一新（參考天氣）,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,y%0&)B2:*;
～ずつ,～ずつ,一次,JLPT JLPT_5 JLPT_N5,e7*dq)(1^5
ストーブ,ストーブ,加熱器（點燃：爐子）,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,xw_f78(-:7
スプーン,スプーン,湯匙,JLPT JLPT_5 JLPT_N5,FjQLk(n?P#
スポーツ,スポーツ,運動的）,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,F^wO!?E%?^
ズボン,ズボン,褲子,JLPT JLPT_5 JLPT_N5,"FU-<z{1,6("
住む,すむ,居住，生活,JLPT JLPT_3 JLPT_5 JLPT_N5,ym>?}%jeF+
する,する,做，嘗試；穿小物品（例如，領帶，手錶等）,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,"LT|A_z,G+T"
座る,すわる,坐著,JLPT JLPT_5 JLPT_N5,dn)bcr6wXa
背,せい,（一個人）身高,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,xQDy{9R)S2
生徒,せいと,學生;瞳孔,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2wTXo?)*o
セーター,セーター,毛衣,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,NSeOhKH2D6
石鹸,せっけん,肥皂,JLPT JLPT_5 JLPT_N5,tY/1~r6Mz5
背広,せびろ,男士西裝,Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,w`:i7/YHYU
狭い,せまい,狹窄的;不寬敞,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,yDZurM]5mn
ゼロ,ゼロ,零,JLPT JLPT_5 JLPT_N5,G~4~zg|xJJ
千,せん,千,JLPT JLPT_5 JLPT_N5,IvU;IZmo9!
先月,せんげつ,上個月,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,RcD!zS6[>I
先週,せんしゅう,上星期,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,EbyugR;^Rz
先生,せんせい,老師，教授；掌握;醫生,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,A`19t`6J6t
洗濯,せんたく,洗衣服,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5,vQ&mbAJqN7
全部,ぜんぶ,全部，整個,Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,MgJu@!Fk&_
そう; そうです,そう; そうです,是的;似乎是這樣,JLPT JLPT_5 JLPT_N5,kkfDg[|_Yb
掃除,そうじ (する),清潔，清掃,JLPT JLPT_3 JLPT_5 JLPT_N5,LKKhbs9g8/
そうして; そして,そうして; そして,這樣,JLPT JLPT_5 JLPT_N5,C/Lx0#`!+J
そこ,そこ,那個地方，那裡；底部，唯一,Genki Genki_Ln.4 JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,v56KFY.>v@
そちら,そちら,在那邊,JLPT JLPT_5 JLPT_N5,xbjis~A;+*
そっち,そっち,在那邊,JLPT JLPT_5 JLPT_N5,#PXdxM^5L
外,そと,外面，外部,Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,AFB3>g85F]
その,その,那,JLPT JLPT_3 JLPT_5 JLPT_N5,C2OIF=[)E_
そば,そば,靠近，靠近，旁邊；日本傳統的蕎麥麵,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,M)]t*`<F@c
空,そら,天空,JLPT JLPT_5 JLPT_N5,D.6b;1{88^
それ,それ,那個,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,t%n)3@@XX+
それから,それから,然後，之後,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,sV(hn]KLzr
それでは,それでは,在這種情況下，那就...,JLPT JLPT_5 JLPT_N5,"v[]T|jw&,["
～台,～だい,車輛的櫃檯；機器,JLPT JLPT_5 JLPT_N5,ztM0ejgNN~
大学,だいがく,大學;大學,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,kHyc<WfmUQ
大使館,たいしかん,大使館,JLPT JLPT_5 JLPT_N5,"n?Lz{tQ,#T"
大丈夫,だいじょうぶ,沒關係（好的）；無需擔心；一切都在控制,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,nEIlSJfx#r
大好き,だいすき,非常喜歡，非常喜歡,JLPT JLPT_5 JLPT_N5,"AZ,CM~A,0E"
大切,たいせつ,重要的,JLPT JLPT_5 JLPT_N5,tu70?MYeL5
台所,だいどころ,廚房,JLPT JLPT_5 JLPT_N5,bbB25MOf:$
大変,たいへん,非常;困難，艱難,JLPT JLPT_3 JLPT_5 JLPT_N5,NIbD<|-[1y
高い,たかい,高，高；昂貴的,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,veG&GbRNS(
～だけ,～だけ,只有〜，只有〜，〜,JLPT JLPT_1 JLPT_5 JLPT_N5,Lcbr*3r3b5
沢山,たくさん,很多，很多,JLPT JLPT_5 JLPT_N5,v7m[:9zL*Y
タクシー,タクシー,計程車,JLPT JLPT_5 JLPT_N5,k8!n/<-@<9
出す,だす,取出（某物）；交給（某物）,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,bt0(EU(<V_
～たち,～たち,複數後綴,JLPT JLPT_5 JLPT_N5,Opbd!87m@p
立つ,たつ,站起來,Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,z+IsiLqO4K
たて,たて,長度，高度,JLPT JLPT_3 JLPT_5 JLPT_N5,L8wVt#MfRS
建物,たてもの,建築,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mty2M&KETp
楽しい,たのしい,愉快，有趣,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,eD~FeZpJXC
頼む,たのむ,要求，詢問（一個忙）,Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,zjk+2%xAp%
たばこ,たばこ,煙草，香煙,JLPT JLPT_5 JLPT_N5,y<?W4xcfCN
多分,たぶん,也許，也許也許,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,pNDK+)ARo
食べ物,たべもの,食物,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ODKLC3jdI>
食べる,たべる,吃,JLPT JLPT_5 JLPT_N5,c.+pIV(7xY
卵,たまご,蛋,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,c|(S)f_).K
誰,だれ,世界衛生組織,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,gDqm6J+#/O
誰か,だれか,有人,JLPT JLPT_3 JLPT_5 JLPT_N5,K{JPl*mB/&
誕生日,たんじょうび,生日,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,HV8#h@HniT
段々,だんだん,逐漸逐步,JLPT JLPT_5 JLPT_N5,O8dRR}CL>
小さい,ちいさい,小，小,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,LNu9:vy!G1
小さな,ちいさな,小，小,JLPT JLPT_5 JLPT_N5,lc*~Cd~D@4
近い,ちかい,靠近，靠近，短,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"ttC.1]n,0|"
違う,ちがう,與眾不同；有所不同；錯誤的,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,N2Hj9)qK/l
近く,ちかく,附近;在附近,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,y)Y*_^+)&<
地下鉄,ちかてつ,地鐵地下火車,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,MEsyrZ*cPc
地図,ちず,地圖,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,dhY*~Tx!fs
父,ちち,（我的父親,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,QKI#T(oT`t
茶色,ちゃいろ,棕色的,JLPT JLPT_5 JLPT_N5,h<Se0W>cwB
茶碗,ちゃわん,飯碗,JLPT JLPT_5 JLPT_N5,p6c8>jnMm!
～中,～ちゅう,在〜時,JLPT JLPT_5 JLPT_N5,J]E)zcwU%w
丁度,ちょうど,正是對，完全是,JLPT JLPT_5 JLPT_N5,K@fxH}$AC8
ちょっと,ちょっと,有點，有點；只是有點,Genki Genki_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,j)OcO!#[%u
一日,ついたち,一天;一個月的第一天,JLPT JLPT_5 JLPT_N5,qK&D4iveg
使う,つかう,使用,JLPT JLPT_5 JLPT_N5,B(Ve/L8[z5
疲れる,つかれる,變得疲倦；變得疲勞,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Oil7l6nt$n
次,つぎ,下一個,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,IPls}w5_e-
着く,つく,到達，到達,JLPT JLPT_3 JLPT_5 JLPT_N5,hc-pfPX>PQ
机,つくえ,桌子,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,G!9kEn9Y>c
作る,つくる,製作，創建,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,dlanfH_M#M
つける,つける,打開（例如，燈）；服用,JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,o}z*=/A8o~
勤める,つとめる,工作（用於）,JLPT JLPT_5 JLPT_N5,xKU$$gsQPF
つまらない,つまらない,無聊，沉悶；微不足道,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,HL~a;+T`kY
冷たい,つめたい,冷（事物，人）,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,v8vDEW[6Rh
強い,つよい,強大，強大,Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_5 JLPT_N5,d[wde~o@q(
手,て,手,JLPT JLPT_5 JLPT_N5,CAHcCP96BY
テープ,テープ,磁帶,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,"H|,pBh(;BD"
テープレコーダー,テープレコーダー,錄音機,JLPT JLPT_5 JLPT_N5,izd^3[1~Pe
テーブル,テーブル,桌子,JLPT JLPT_5 JLPT_N5,n-.M5OZr5!
出かける,でかける,出去；離開,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Fx}b2N2gun
手紙,てがみ,信,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,M#PC#!OTka
できる,できる,能夠（完成）,JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,vB~NGv+*>H
出口,でぐち,出口,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,sv__368x5>
テスト,テスト,測試,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Lhy<!{J6SG
では,では,那，好吧,JLPT JLPT_3 JLPT_5 JLPT_N5,NY{|SsdlKz
デパート,デパート,（Abbr。）百貨商店,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,rd.b%pP~B0
でも,でも,但是，但是,JLPT JLPT_3 JLPT_5 JLPT_N5,izQ~3T7Pp}
出る,でる,出現，離開,JLPT JLPT_5 JLPT_N5,A23ctPX1n^
テレビ,テレビ,電視，電視,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,pQXZQB+G|d
天気,てんき,天氣,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,vm1l+4c[9
電気,でんき,電力，（電）光,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,HsW5jIb;SC
電車,でんしゃ,電動火車,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,e?+NxLTOv
電話,でんわ,電話,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"Q,geq&8^pJ"
戸,と,門（日本風格）,JLPT JLPT_5 JLPT_N5,o.K?EMap~;
～度,～ど,發生的情況； 〜度； 〜點,JLPT JLPT_1 JLPT_5 JLPT_N5,K9|0UgYaJ_
ドア,ドア,門（西方風格）,JLPT JLPT_5 JLPT_N5,l[rk}4@PVD
トイレ,トイレ,浴室;洗手間,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,hv_ThfFsjj
どう,どう,如何以什麼方式,JLPT JLPT_5 JLPT_N5,FZt/a?Mnu^
どうして,どうして,為什麼，出於什麼原因,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s<(2V@f6ff
どうぞ,どうぞ,請一定要,JLPT JLPT_5 JLPT_N5,CXiSJodxs@
動物,どうぶつ,動物,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Q~mPY;2upw
どうも,どうも,謝謝;不知何故；不管您有多努力,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,"Maz]_B`w,4"
十,(〜を) とお,十（〜）,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,BjWdBTc)9!
遠い,とおい,遙遠（遠），遙遠,Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,Jl9yYXnyJ<
十日,とおか,十天；每月的第十,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,g[CNT&GA2[
～時,～とき,在〜,JLPT JLPT_3 JLPT_5 JLPT_N5,bGLp[lZC.;
時々,ときどき,有時,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s+W64X?THZ
時計,とけい,手錶；時鐘,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,u/fL<ne:Cb
どこ,どこ,在哪裡，什麼地方,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,h_Fa6?Ps@9
所,ところ,地方,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,J`^6YmuA-0
年,とし,年，年齡,JLPT JLPT_3 JLPT_5 JLPT_N5,N=hcG9wG3;
図書館,としょかん,圖書館,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mp0X0~7Y`^
